feature	Acetobacteraceae	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Alicyclobacillaceae	Alteromonadaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Beutenbergiaceae	Bifidobacteriaceae	Brachyspiraceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Bruguierivoracaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Christensenellaceae	Chrysiogenaceae	Clostridiaceae	Colwelliaceae	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Dehalococcoidaceae	Dermabacteraceae	Dermacoccaceae	Desulfocapsaceae	Desulfomicrobiaceae	Desulfovibrionaceae	Dysgonomonadaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fervidobacteriaceae	Fibrobacteraceae	Flavobacteriaceae	Fulvivirgaceae	Fusobacteriaceae	Gemmatimonadaceae	Geobacteraceae	Gordoniaceae	Gottschalkiaceae	Halomonadaceae	Helicobacteraceae	Heliobacteriaceae	Jiangellaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Limnochordaceae	Listeriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Morganellaceae	Muribaculaceae	Mycobacteriaceae	Mycoplasmataceae	Nanosynbacteraceae	Neisseriaceae	Nitrospiraceae	Nocardiaceae	Nocardioidaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Planococcaceae	Polyangiaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudoalteromonadaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhodocyclaceae	Rhodothermaceae	Rikenellaceae	Roseobacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Sporomusaceae	Staphylococcaceae	Steroidobacteraceae	Streptococcaceae	Streptomycetaceae	Succinivibrionaceae	Sulfurovaceae	Sutterellaceae	Symbiobacteriaceae	Synergistaceae	Tannerellaceae	Tepidanaerobacteraceae	Thermaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thermoanaerobacterales.Family.III..Incertae.Sedis	Thermohalobacteraceae	Tissierellaceae	Treponemataceae	Turicibacteraceae	Vallitaleaceae	Veillonellaceae	Vibrionaceae	Weeksellaceae	Xanthobacteraceae	Xanthomonadaceae	Yersiniaceae
NS10	0.00447110390770288	0	0.028993397555698	0.00681839965170768	0.000393657447359619	0.0018464180965317	0.0112591158657677	0	0	0	0.0111484538715829	0.00523729551084575	0.128949348928888	0.00215615225345482	0	0.426446597903294	0	0	0	0	0	0	0.0310215842779483	0	0.00326997008906465	0	0	0.0139183415381989	0	0.10509846482024	0	0.00162309190650688	0.440212154787801	0.00215615225345482	0.000681834734825179	0	0	0	0	0.00118097258609338	0	0.0558479303650507	0.0479638602520625	0.0333045499142355	0	0.102217225970235	0	0.0293204493327175	0.0036293502108778	0	0.000393657447359619	0	0	0.00204550547241397	0	0.000681834734825179	0	0	0	0	0.001524629289022	0	0.722443770295958	0.00821046905711267	0.000681834734825179	0	0	0.000556715715363833	0	0.00118097258609338	0.00118097258609338	0.0037963039624179	0	0.000787314955722848	0	0	0.00272734210915143	0	0	0	0	0.00526680190658522	0.374295000906536	0	0.00248971081092934	0.00096426000400071	0.000681834734825179	0.00651623616190067	0.0574948708650264	0	0	0	0.000787314955722848	0.100838644267024	0.00356472725592891	0	0.00219179360484334	0	0.00188791586816663	0.000681834734825179	0	0.0185364335300602	0	0.00162309190650688	0	0	0.000787314955722848	0.00338637579074919	0	0.0386442423809743	0	0	0	0.00438359773906227	0	0.000681834734825179	0.0406323547094443	0	0	0.000393657447359619	0.000556715715363833	0.000393657447359619	0	0.000787314955722848	0.00532532427424882	0.00423983305632873	0.00141935255132693	0.107453571741058	0	0.00104151986886247	0	0.000556715715363833	0
NS11	0.00301876803023766	0	0.0711396758301695	0.00372951439416055	0.000799690057547042	0.00164860385858509	0.0540423851322205	0	0.000282733104901505	0	0.0035986126424162	0.00234855968372586	0.700215156192338	0.0057039566512559	0	0.173205812671511	0	0	0	0	0	0.000979416348878674	0.00966697680407585	0.000282733104901505	0.00174288477011536	0	0	0.0126950257495792	0	0.0396747482331583	0	0.00775851317336837	0.0876746808587164	0.000894080688626641	0.000565466232404134	0	0	0	0.000282733104901505	0.00584926123253797	0	0.0203405073584054	0.0671941582437531	0.0180272904092041	0	0.0330821818801521	0	0.0174801081406024	0.00224412630263309	0	0	0.000565466232404134	0	0.000565466232404134	0	0.000282733104901505	0	0	0	0	0.00116573870386605	0	0.161497204749507	0.0401309865150244	0	0	0.000489708115719872	0	0	0	0.0018754403239613	0	0	0.0151261371084105	0	0	0.000848199405109028	0.000937719749702932	0	0	0	0.0816591002424084	0.259368363195759	0.000979416348878674	0.000692551886535831	0.00727460609149276	0	0.00246481252742511	0.0156840497172457	0	0	0.000282733104901505	0.00123240532780736	0.554428816609792	0.0015993806264998	0	0.0303257134451707	0.000399844996810698	0.00167267236361194	0.000282733104901505	0	0.114161891122951	0	0.00193832169922103	0.000399844996810698	0	0	0.0013851041052393	0.000282733104901505	0.0306262312307848	0	0	0	0.0228824252554808	0	0.000489708115719872	0.303949909287878	0	0	0	0	0	0	0.000399844996810698	0.00416493069658863	0.0030054986159351	0	0.22135994679746	0	0.00178816209196475	0	0.000399844996810698	0
NS13	0.00554381484751399	0	0.00402807043340858	0.00701367844468055	0.000585996470001985	0.00253744172545825	0.00595446259650772	0	0	0	0.00127714997110706	0.00495506976019251	0.601400642033463	0.00257105176312895	0	0.0158821441387276	0	0	0	0	0	0	0.00721876820442968	0	0.00215309005418761	0	0	0.00984071238127999	0	0.069827229302867	0	0.00175799021491274	0.00430619008974414	0.00211284177090029	0.000292998222424341	0.000414362065832401	0	0.000292998222424341	0	0	0	0.083742549386108	0.00424596032417462	0.0200968444148112	0	0.0769812059631305	0	0.0211137117908745	0.0030308017760907	0	0	0.0026206587327285	0.000292998222424341	0.00311461881841835	0.000292998222424341	0	0	0.000292998222424341	0	0	0	0.000292998222424341	0.814176678311472	0.00730154285119001	0.00152246398966786	0.0020509889655578	0	0.000585996470001985	0.000775200497668186	0.000585996470001985	0.00105642029595387	0.00273290884525011	0	0.000585996470001985	0.00354031833671423	0	0.00105642029595387	0.00101497577527763	0	0.000585996470001985	0	0.0177218706726242	0.297954399995568	0	0	0.0031420610140558	0.000828724202809101	0.0154880072533331	0.133415339351295	0	0.00134268691697035	0	0.00194353153179209	0.0157682049147584	0.0023622293521025	0	0.0026206587327285	0.000655163980123761	0	0.000655163980123761	0	0.144299409168918	0	0.00124308648207451	0	0.0019872119084381	0	0.00180616330133368	0.000585996470001985	0.0663258257575713	0	0.000585996470001985	0	0.00124308648207451	0	0.000878994767886254	0.0378841103464861	0	0	0	0.000292998222424341	0	0.000292998222424341	0.0019872119084381	0.00710488898206683	0.0182682272731295	0.00305899597564271	0.00577886031891395	0	0.00963796474578161	0	0.00109629916716167	0
NS21	0.00222704501427171	0	0.00396791055637765	0.00601813400816899	0.00146076524416824	0	0.00644837154436022	0	0	0.000240148243734248	0.00186018135211715	0.00236518808634412	0.806473645750389	0.00104678210701389	0	0.0459956687146274	0	0	0	0	0	0.00110049771647964	0.0166335250457981	0.000415948967492241	0.00205182891387525	0.00067924185223957	0	0.00599893712890342	0	0.0598818602420561	0	0.00254149283440539	0.00407546208187058	0.0105557971780147	0.00192118711324503	0	0	0	0	0.0016637965896179	0	0.0351477436619945	0.0662510132633194	0.0117601811292256	0	0.0523453642431633	0	0.0103181768023798	0.00448635443426657	0	0	0	0	0.00135848401786086	0	0.000588240688044882	0.000339620906533443	0.000240148243734248	0	0	0.000865866906367606	0	0.455354523691731	0.0040966335740586	0	0.00148037372294267	0.000240148243734248	0	0	0.000339620906533443	0.00193613822982133	0.00721650730200403	0	0.0017971058502234	0.00604204434110283	0	0.00168103848172013	0.000960593113433371	0.00067924185223957	0	0	0.0753968492842664	0.511940943404105	0	0.00117648157963711	0.0125433338665035	0	0.00168103848172013	0.0324994728540172	0	0	0	0.000588240688044882	0.0104762715980198	0.00309409858844366	0	0.00178098796626653	0.000240148243734248	0	0	0	0.00981984260969867	0.000898552562366999	0.000796481695086062	0	0	0.000480296501318129	0	0	0.0632993336743993	0	0	0	0.00067924185223957	0	0.000240148243734248	0.118227877261563	0	0.000240148243734248	0	0.000240148243734248	0	0	0	0.00538598950682104	0.00226555591659501	0.000831898006949308	0.0740934459789333	0	0.000831898006949308	0	0	0
NS25	0.00550224733068612	0.000208861400101114	0.140915054486149	0.00418245844114793	0.000208861400101114	0.00108527587529872	0.00461391547011931	0	0.000552595347254224	0	0.00165778671672913	0.00230695159617468	0.856486654003155	0.00902960461756202	0	0.0664131850147013	0.000208861400101114	0	0	0	0	0.000467028302084016	0.0525414965522597	0.000511603875809129	0.000626584236748062	0	0	0.00794780192278113	0	0.0622911343777156	0	0	0.00277086311478233	0	0.00110519086324995	0	0	0	0.000467028302084016	0.00537389611740042	0	0.0238792474170669	0.00847380166250664	0.0720288857407295	0	0.0531826520311605	0	0.0298050626499876	0.000552595347254224	0	0	0	0	0.00214019410201999	0	0.000590749279423817	0	0	0	0	0.000590749279423817	0	0.258017063297307	0.00445028210331885	0	0.0013043393859366	0	0	0	0	0.000910405855391335	0.00104430718272923	0	0.00387381154644503	0.0022300313448336	0	0.00128750848581457	0.000208861400101114	0.000753060553231425	0	0	0.035432671258018	0.581662585049271	0.000208861400101114	0.00114398124347763	0.00343829933257148	0.000910405855391335	0.00470287853873119	0.0353648362402604	0	0	0	0.00121786106887747	0.0143831473890889	0.00390186282619227	0	0.0176345562972658	0.000417722809313407	0	0	0	0.0322677563701979	0	0.00072351717129397	0	0.00195929484462948	0	0.000957123314893419	0.000208861400101114	0.0151109430540747	0	0	0	0.0161655508680403	0	0	0.130037652973098	0	0	0	0	0	0	0.000361758561975442	0.00498214211605979	0.00904408714590924	0	0.00621344719200532	0	0.00172231606644553	0	0	0
NS27	0.00472129874735034	0	0.0069771902675605	0.0048726333273221	0.00272583635148711	0.00206645011685864	0.102661925420965	0	0	0	0.0261662169213938	0.00360298412360075	0.573495466410994	0.00425509103353582	0	0.460014596962873	0.000826579552588852	0	0	0	0	0	0.029893043871797	0.000413289740997733	0.00220636518000095	0	0	0.0142454942556892	0	0.0661383914362806	0.000292239974294575	0.00123986950536685	0.0938456100274619	0.000876720022717848	0	0	0	0	0	0.000292239974294575	0	0.0231278288196797	0.00702598320242526	0.0102827100656743	0	0.0890484286028448	0	0.0259234520929038	0.00293697957369695	0	0	0.000715838870412163	0	0.00120493655646216	0.000506174497890638	0	0	0.000292239974294575	0	0	0	0	0.447930812589651	0.0213110976405675	0	0.000584479973547676	0	0	0	0.000292239974294575	0.00105368639203792	0	0	0.000969250481441692	0.000826579552588852	0	0.00123986950536685	0.00127384484158824	0	0	0	0.0063893476343479	0.483141403848379	0	0.000969250481441692	0.0278508648262002	0	0.00359111259334561	0.0344663650117184	0	0.00120493655646216	0	0.00271012530970951	0.032247485768967	0.00182503904167392	0	0.000715838870412163	0.000292239974294575	0	0	0	0.110912934400751	0	0.000876720022717848	0.000413289740997733	0	0	0.00354322874781995	0	0.152561528124834	0	0	0	0.0107457397622574	0	0	0.145299925483	0	0	0	0	0	0	0.00143167810763859	0.00536483844792702	0.00420461337215734	0.000924144060508626	0.101017801502296	0	0.00837877648380885	0	0.000506174497890638	0
NS28	0.00200908646658575	0	0.081592690773648	0.00858781840264598	0.000579972948498331	0.00190156951716511	0.301152011893687	0	0	0.000410102793292449	0.0310253966184105	0.00310976332585043	0.303149873792496	0.0120965892229332	0	0.163747022782156	0.00750618384139819	0	0	0	0	0	0.061696555843027	0	0.00310976332585043	0	0.00279653177137985	0.0100873657488165	0	0.0561491842336881	0.000502271299867805	0.00115994609208148	0.0373494364878894	0.00538628544297047	0	0.000502271299867805	0	0	0	0.00173991962583485	0	0.0130239567184632	0.053636359631418	0.014488225659861	0	0.0590506530072516	0	0.0165147092888557	0.00273573018571579	0	0	0.00181096583959629	0.000410102793292449	0.0102936799141589	0	0	0	0.000410102793292449	0.000579972948498331	0.000289986462056371	0	0	0.317096440231887	0.0111071261393095	0.00306893302307295	0.000502271299867805	0.000289986462056371	0	0	0.000289986462056371	0.00136015747208983	0.00458510455486471	0	0.0170312023984718	0.0143276995568882	0.00166584614504911	0.00166584614504911	0.00115994609208148	0.000289986462056371	0	0.000410102793292449	0.059728358208085	0.474987060832572	0	0.0421024509744357	0.0212221829971212	0.0006484294780646	0.00750058001481652	0.0352654173516234	0	0.00213095817596676	0	0.00881493932532583	0.637781048270917	0.00181096583959629	0	0.00181096583959629	0.000289986462056371	0	0	0.00194528952475231	0.148917768375558	0.000869959483711485	0.00123030865576894	0	0.00326798723037394	0.000410102793292449	0.00325509566613656	0.000289986462056371	0.0563058011800866	0	0	0	0.0553670918024238	0	0.00139072664487781	0.202898578733735	0	0.000289986462056371	0	0	0	0	0.000502271299867805	0.00526788997788072	0.00630683061047337	0.00100454272644689	0.188444822494495	0.000410102793292449	0.005950059763022	0	0	0
NS29	0.00128762692631489	0	0.0217031830378827	0.0113645785720593	0.000511650939258795	0	0.0059301843990649	0	0	0	0.00672328128097354	0.00509944771987633	0.344692050740189	0.00280243115593807	0	0.58822440362073	0	0	0	0	0	0.00147700951014744	0.0246486378219272	0	0.00306991032359168	0	0	0.0271690670573414	0	0.205080154226694	0	0	0.0476262889263302	0.00204660509647171	0.000417761236457469	0	0.000417761236457469	0	0	0.00186828607869598	0	0.135320708653491	0.01707546235898	0.0363592389234813	0	0.256198335636269	0	0.119196595562939	0.0128800098681246	0	0	0	0	0.00602507451370572	0	0	0	0.000511650939258795	0	0	0	0.000511650939258795	0.479950968212519	0.0122621507675446	0	0.000417761236457469	0	0	0	0	0.00182097996566421	0.00164472832635488	0.00298341630938405	0.00072358372907149	0.00484496861940767	0	0.00200351378911684	0.00072358372907149	0	0.00102330201246105	0	0.00213017424575252	0.455131357006361	0	0.00195947508424186	0.00234468120457298	0.000660538541486923	0.0180204847785084	0.105080464699944	0.00234468120457298	0.000590803623616855	0	0.00114408648060543	0.017923354349226	0.00295402224248775	0.000295401798919717	0.00110529253196996	0	0.00110529253196996	0	0	0.0770042874262014	0	0.00350770915563569	0.000590803623616855	0	0.000511650939258795	0.00322245871282226	0	0.0928542506081612	0	0	0	0.000511650939258795	0.000417761236457469	0.00114408648060543	0.0241910589651694	0.000417761236457469	0.000295401798919717	0	0.00174762147465518	0.0020888076404812	0.000590803623616855	0	0.00436156905783955	0.0131382876887691	0.00221058641424727	0.00970804607685715	0	0.00138555767630741	0	0.000590803623616855	0
NS30	0.00677630711145378	0	0.0099896036118848	0.0119585723387494	0.00265549494745501	0.00140281857133977	0.00829927913994271	0.000701409113131951	0	0	0.00665419966775537	0.00670330955150869	0.237816224733646	0.00134309649075525	0	0.341341338635057	0.000286349051785711	0	0.00040495871814218	0	0	0.00273159921757085	0.02193317955027	0.000495971119947871	0.00528779922393841	0	0	0.0073787657636098	0.000286349051785711	0.116864048518016	0	0.00298957628157741	0.0498832558696379	0.001248166886346	0	0	0	0	0	0.00110902532095101	0.000286349051785711	0.0619486501171434	0.254501025895527	0.0503560334496434	0	0.0896884186228337	0.00040495871814218	0.0365645031984321	0.00502542654764671	0.000286349051785711	0	0	0.000286349051785711	0.00254512875645799	0	0.00137328222210378	0	0	0	0	0.000859047249274819	0	0.844918834073061	0.0192569660328534	0	0.000495971119947871	0	0	0.00287777628744006	0	0.00218077110621481	0.00330234432078433	0.00040495871814218	0.00121487642006597	0.0140753287912027	0.000286349051785711	0.0100509800176081	0.000572698127050839	0	0	0	0.00323967532358806	0.411454664495734	0	0	0.000949712493634647	0.000572698127050839	0.00789418046342393	0.092015717746173	0.00159432469950261	0	0	0.000949712493634647	0.0250462944254822	0.00477441088197574	0	0.00169406462331468	0	0	0	0	0.0344473539593907	0	0.0026708892865279	0	0.001248166886346	0.000286349051785711	0.00294814815879333	0	0.0712957179292106	0	0	0.00118064764446305	0.00997728302922523	0	0	0.0183251274358661	0	0	0.000701409113131951	0	0	0.000495971119947871	0.00103244635820642	0.0111126380182849	0.00541800475055276	0.00225471656806453	0.00968112087477695	0.000757608441304853	0.000859047249274819	0	0	0.00159432469950261
NS32	0.00732993450150013	0	0.0482888639259583	0.00750211861740225	0.000313402566671923	0.00256531333947398	0.0840762859417526	0	0	0	0.00303855524543021	0.00337545529957411	0.432099809114318	0.0100486196467521	0.00044321816752554	0.14604441534759	0.00527227156103575	0	0	0	0	0.00140157932274131	0.0471394883151662	0	0.00136609051930642	0	0	0.01289183537648	0	0.105724662762557	0	0.00203108213203544	0.0661233652382199	0.00273218358802381	0.00044321816752554	0	0	0	0.00044321816752554	0.0280405071292466	0.00573624017706207	0.0243592527541135	0.0657483779586236	0.0280124557682611	0	0.0399150029439646	0	0.0254714129189995	0.00351794228456613	0	0	0.0012921922241832	0	0.000700789489289578	0	0.00044321816752554	0	0	0	0	0.000829185333106817	0	0.514265377150316	0.089052224218902	0	0.00258438660602455	0.000313402566671923	0	0	0	0.0016583712363193	0.00353187484159962	0	0.00979618030167999	0.00876978587547425	0	0.00275009978296564	0.000542829186470704	0	0	0	0.0793362580765375	0.592359672762025	0	0.00177287354077154	0.00480438877550194	0.000700789489289578	0.00549128408698877	0.0286301086289226	0.00193194434073336	0	0	0.00558000292534888	0.419762794229834	0.00223814383115431	0	0.00136609051930642	0	0	0	0.000991066081241599	0.122629305912986	0	0.00203108213203544	0.000700789489289578	0.00125361057451557	0.000991066081241599	0.00260332013696869	0	0.0466749985445772	0.000626805164126618	0	0	0.031765873713268	0.000313402566671923	0.00143619145498249	0.116239592323934	0.000626805164126618	0	0.000626805164126618	0.000313402566671923	0.000542829186470704	0	0.000542829186470704	0.00740990124530629	0.00720150484029387	0.000886436422117925	0.0174700947354565	0	0.00265931205250146	0	0.00044321816752554	0
