feature	Acetobacteraceae	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Alicyclobacillaceae	Alteromonadaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Beutenbergiaceae	Bifidobacteriaceae	Brachyspiraceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Bruguierivoracaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Christensenellaceae	Chrysiogenaceae	Clostridiaceae	Colwelliaceae	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Dehalococcoidaceae	Dermabacteraceae	Dermacoccaceae	Desulfocapsaceae	Desulfomicrobiaceae	Desulfovibrionaceae	Dysgonomonadaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fervidobacteriaceae	Fibrobacteraceae	Flavobacteriaceae	Fulvivirgaceae	Fusobacteriaceae	Gemmatimonadaceae	Geobacteraceae	Gordoniaceae	Gottschalkiaceae	Halomonadaceae	Helicobacteraceae	Heliobacteriaceae	Jiangellaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Limnochordaceae	Listeriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Morganellaceae	Muribaculaceae	Mycobacteriaceae	Mycoplasmataceae	Nanosynbacteraceae	Neisseriaceae	Nitrospiraceae	Nocardiaceae	Nocardioidaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Planococcaceae	Polyangiaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudoalteromonadaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhodocyclaceae	Rhodothermaceae	Rikenellaceae	Roseobacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Sporomusaceae	Staphylococcaceae	Steroidobacteraceae	Streptococcaceae	Streptomycetaceae	Succinivibrionaceae	Sulfurovaceae	Sutterellaceae	Symbiobacteriaceae	Synergistaceae	Tannerellaceae	Tepidanaerobacteraceae	Thermaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thermoanaerobacterales.Family.III..Incertae.Sedis	Thermohalobacteraceae	Tissierellaceae	Treponemataceae	Turicibacteraceae	Vallitaleaceae	Veillonellaceae	Vibrionaceae	Weeksellaceae	Xanthobacteraceae	Xanthomonadaceae	Yersiniaceae
NS10	1.99906369435339e-05	0	0.000840381582517708	4.64898533570556e-05	1.54966177856852e-07	3.40925591285074e-06	0.000126762333486905	0	0	0	0.000124282874641195	2.74290134806628e-05	0.0165359759405711	4.64898533570556e-06	0	0.171096607309972	0	0	0	0	0	0	0.000962030032135336	0	1.06926662721228e-05	0	0	0.000193707722321065	0	0.0110050780866822	0	2.63442502356648e-06	0.181587972517058	4.64898533570556e-06	4.64898533570556e-07	0	0	0	0	1.39469560071167e-06	0	0.00311574997198986	0.00229876828232854	0.00110878300256577	0	0.010412022524024	0	0.0008594424223941	1.31721251178324e-05	0	1.54966177856852e-07	0	0	4.184086802135e-06	0	4.64898533570556e-07	0	0	0	0	2.32449266785278e-06	0	0.437211811336117	6.74102873677306e-05	4.64898533570556e-07	0	0	3.09932355713704e-07	0	1.39469560071167e-06	1.39469560071167e-06	1.44118545406872e-05	0	6.19864711427407e-07	0	0	7.43837653712889e-06	0	0	0	0	2.77389458363765e-05	0.133675374681099	0	6.19864711427407e-06	9.29797067141111e-07	4.64898533570556e-07	4.24607327327774e-05	0.0033020193177738	0	0	0	6.19864711427407e-07	0.0101340132009488	1.27072265842619e-05	0	4.80395151356241e-06	0	3.56422209070759e-06	4.64898533570556e-07	0	0.000343560016308641	0	2.63442502356648e-06	0	0	6.19864711427407e-07	1.1467497161407e-05	0	0.0014926342251172	0	0	0	1.92158060542496e-05	0	4.64898533570556e-07	0.00165007986181976	0	0	1.54966177856852e-07	3.09932355713704e-07	1.54966177856852e-07	0	6.19864711427407e-07	2.83588105478039e-05	1.79760766313948e-05	2.01456031213907e-06	0.0115018996528913	0	1.08476324499796e-06	0	3.09932355713704e-07	0
NS11	9.11293273840271e-06	0	0.00505232182337953	1.39092131270357e-05	6.39504051817734e-07	2.71789222022537e-06	0.00291773723641841	0	7.99380064772168e-08	0	1.29499570493091e-05	5.51572244692796e-06	0.415228462023132	3.25347686362272e-05	0	0.0297014459346488	0	0	0	0	0	9.59256077726601e-07	9.34475295718664e-05	7.99380064772168e-08	3.03764424613424e-06	0	0	0.000161155021058069	0	0.0015732599054781	0	6.01933188773442e-05	0.00766717395325577	7.99380064772168e-07	3.19752025908867e-07	0	0	0	7.99380064772168e-08	3.42134667722488e-05	0	0.000413679183519597	0.0045082637512956	0.000324947996329886	0	0.00109403155664719	0	0.000305523060755923	5.03609440806466e-06	0	0	3.19752025908867e-07	0	3.19752025908867e-07	0	7.99380064772168e-08	0	0	0	0	1.35894611011269e-06	0	0.0258553886290104	0.00160963169842524	0	0	2.3981401943165e-07	0	0	0	3.51727228499754e-06	0	0	0.000228782574537794	0	0	7.19442058294951e-07	8.79318071249385e-07	0	0	0	0.00665340015511171	0.0657769086917714	9.59256077726601e-07	4.79628038863301e-07	5.29189602879175e-05	0	6.07528849226848e-06	0.000245969245930396	0	0	7.99380064772168e-08	1.51882212306712e-06	0.27715777859954	2.55801620727094e-06	0	0.00091936701249447	1.59876012954434e-07	2.79783022670259e-06	7.99380064772168e-08	0	0.0129764165294531	0	3.75708630442919e-06	1.59876012954434e-07	0	0	1.9185121554532e-06	7.99380064772168e-08	0.000937672815977753	0	0	0	0.000523514004419293	0	2.3981401943165e-07	0.08957533253811	0	0	0	0	0	0	1.59876012954434e-07	1.7346547405556e-05	9.0329947319255e-06	0	0.0482050959839625	0	3.19752025908867e-06	0	1.59876012954434e-07	0
NS13	3.07335682076174e-05	0	1.62252636626807e-05	4.91908787233653e-05	3.43391823548798e-07	6.43859669153997e-06	3.54552057814134e-05	0	0	0	1.63111116185679e-06	2.45525153837391e-05	0.320127285047235	6.61029260331437e-06	0	0.000252221294396592	0	0	0	0	0	0	5.21097092235301e-05	0	4.63578961790878e-06	0	0	9.68364942407611e-05	0	0.00486792249062776	0	3.09052641193918e-06	1.85431584716351e-05	4.46409370613438e-06	8.58479558871996e-08	1.71695911774399e-07	0	8.58479558871996e-08	0	0	0	0.00699643670889499	1.80280707363119e-05	0.000403828784493387	0	0.00591440907289273	0	0.00044572258696634	9.18573127993035e-06	0	0	6.86783647097596e-06	8.58479558871996e-08	9.70081901525355e-06	8.58479558871996e-08	0	0	8.58479558871996e-08	0	0	0	8.58479558871996e-08	0.528762627912381	5.33115806059509e-05	2.31789480895439e-06	4.20654983847278e-06	0	3.43391823548798e-07	6.00935691210397e-07	3.43391823548798e-07	1.11602342653359e-06	7.46877216218636e-06	0	3.43391823548798e-07	1.25338015595311e-05	0	1.11602342653359e-06	1.03017547064639e-06	0	3.43391823548798e-07	0	0.000314031822635376	0.0861806167162625	0	0	9.87251492702795e-06	6.86783647097597e-07	0.000239859188748836	0.0176942938838225	0	1.80280707363119e-06	0	3.77731005903678e-06	0.00024861568024933	5.58011713266797e-06	0	6.86783647097596e-06	4.29239779435998e-07	0	4.29239779435998e-07	0	0.0206781971345498	0	1.54526320596959e-06	0	3.94900597081118e-06	0	3.26222232371358e-06	3.43391823548798e-07	0.00439266820683623	0	3.43391823548798e-07	0	1.54526320596959e-06	0	7.72631602984796e-07	0.0014345193428751	0	0	0	8.58479558871996e-08	0	8.58479558871996e-08	3.94900597081118e-06	5.04785980616733e-05	0.000333691004533545	9.35742719170475e-06	3.33948548401206e-05	0	9.28874882699499e-05	0	1.20187138242079e-06	0
NS21	4.95972129595903e-06	0	1.57442315557769e-05	3.62174996960729e-05	2.13383358081958e-06	0	4.15809192370518e-05	0	0	5.76711778599887e-08	3.46027067159932e-06	5.5941042524189e-06	0.521069242092301	1.09575237933979e-06	0	0.00211411003799147	0	0	0	0	0	1.21109473505976e-06	0.000276648640194366	1.73013533579966e-07	4.20999598377917e-06	4.61369422879909e-07	0	3.59868149846329e-05	0	0.00358155315863888	0	6.45917192031873e-06	1.66092992236767e-05	0.000111420715625498	3.69095538303928e-06	0	0	0	0	2.76821653727946e-06	0	0.00123485526033808	0.0043827788326477	0.000138295484508253	0	0.00273753547065794	0	0.000106460994329539	2.01272410731361e-05	0	0	0	0	1.84547769151964e-06	0	3.46027067159932e-07	1.15342355719977e-07	5.76711778599887e-08	0	0	7.49725312179853e-07	0	0.19340710015246	1.67823127572567e-05	0	2.19150475867957e-06	5.76711778599887e-08	0	0	1.15342355719977e-07	3.74862656089926e-06	5.20770736075698e-05	0	3.22958596015937e-06	3.65058555853728e-05	0	2.82588771513945e-06	9.22738845759819e-07	4.61369422879909e-07	0	0	0.00567392116257713	0.239972885319017	0	1.38410826863973e-06	0.000157326973202049	0	2.82588771513945e-06	0.00105584392426067	0	0	0	3.46027067159932e-07	0.000109748251467558	9.57341552475812e-06	0	3.17191478229938e-06	5.76711778599887e-08	0	0	0	9.64262093819011e-05	8.07396490039842e-07	6.34382956459875e-07	0	0	2.30684711439955e-07	0	0	0.00400145700463745	0	0	0	4.61369422879909e-07	0	5.76711778599887e-08	0.0139128256316551	0	5.76711778599887e-08	0	5.76711778599887e-08	0	0	0	2.90086024635743e-05	5.13273482953899e-06	6.92054134319864e-07	0.0054797999779004	0	6.92054134319864e-07	0	0	0
NS25	3.02744201696039e-05	4.36230838178731e-08	0.0197259658946879	1.74928566109671e-05	4.36230838178731e-08	1.17782326308257e-06	2.12880649031221e-05	0	3.05361586725112e-07	0	2.74825428052601e-06	5.32201622578052e-06	0.570849231947994	8.15315436556048e-05	0	0.00440423016533629	4.36230838178731e-08	0	0	0	0	2.18115419089365e-07	0.00275806947438503	2.61738502907239e-07	3.92607754360858e-07	0	0	6.31662253682803e-05	0	0.00387516940479312	0	0	7.67766275194567e-06	0	1.22144634690045e-06	0	0	0	2.18115419089365e-07	2.8878481487432e-05	0	0.000570110082415784	7.18035959642191e-05	0.0051791942493608	0	0.00282572887738655	0	0.000888078740364261	3.05361586725112e-07	0	0	0	0	4.58042380087668e-06	0	3.48984670542985e-07	0	0	0	0	3.48984670542985e-07	0	0.065108543175271	1.98048800533144e-05	0	1.70130026889705e-06	0	0	0	0	8.28838592539589e-07	1.09057709544683e-06	0	1.50063408333483e-05	4.97303155523753e-06	0	1.65767718507918e-06	4.36230838178731e-08	5.6710008963235e-07	0	0	0.00125494887527257	0.301855599478669	4.36230838178731e-08	1.30869251453619e-06	1.18218557146436e-05	8.28838592539589e-07	2.21169034956617e-05	0.00125015033605261	0	0	0	1.48318484980769e-06	0.000206860663464354	1.52244562524377e-05	0	0.000310945341453799	1.74492335271492e-07	0	0	0	0.00104084677989445	0	5.23477005814477e-07	0	3.83883137597283e-06	0	9.16084760175335e-07	4.36230838178731e-08	0.000228323220702748	0	0	0	0.00026130227206906	0	0	0.0168146921499345	0	0	0	0	0	0	1.30869251453619e-07	2.48215346923698e-05	8.17932821585121e-05	0	3.86064291788177e-05	0	2.96636969961537e-06	0	0	0
NS27	2.22904962376888e-05	0	4.86803940823088e-05	2.37423676401436e-05	7.43016541256292e-06	4.27021000722007e-06	0.0105024961085576	0	0	0	0.000684514664157377	1.2981438421949e-05	0.294383922283544	1.81056904306131e-05	0	0.197101535174659	6.83233601155211e-07	0	0	0	0	0	0.000893327933510439	1.70808400288803e-07	4.86803940823088e-06	0	0	0.000202920379543098	0	0.00436791241218527	8.54042001444014e-08	1.53727560259923e-06	0.00878117445464721	7.68637801299613e-07	0	0	0	0	0	8.54042001444014e-08	0	0.000534801101304242	4.9363627683464e-05	0.000105730399778769	0	0.00790868514597201	0	0.000671874842536006	8.62582421458454e-06	0	0	5.12425200866409e-07	0	1.45187140245482e-06	2.56212600433204e-07	0	0	8.54042001444014e-08	0	0	0	0	0.187576831753555	0.000454094132167782	0	3.41616800577606e-07	0	0	0	8.54042001444014e-08	1.11025460187722e-06	0	0	9.39446201588416e-07	6.83233601155211e-07	0	1.53727560259923e-06	1.62267980274363e-06	0	0	0	4.08232076690239e-05	0.215819061295107	0	9.39446201588416e-07	0.000775470137311165	0	1.28960342218046e-05	0.00118745999880776	0	1.45187140245482e-06	0	7.34476121241852e-06	0.00103953992415765	3.33076380563166e-06	0	5.12425200866409e-07	8.54042001444014e-08	0	0	0	0.0122513179149145	0	7.68637801299613e-07	1.70808400288803e-07	0	0	1.2554417421227e-05	0	0.023095003803049	0	0	0	0.000115466478595231	0	0	0.0209639127968458	0	0	0	0	0	0	2.04970080346563e-06	2.87812154486633e-05	1.76786694298911e-05	8.54042001444014e-07	0.0101699321531953	0	7.0202252518698e-05	0	2.56212600433204e-07	0
NS28	4.03642299930279e-06	0	0.0066426067825193	7.37488118830948e-05	3.36368583275233e-07	3.61596227020875e-06	0.087983762143011	0	0	1.68184291637616e-07	0.000962266424604622	9.67059676916294e-06	0.0891189220194191	0.000146320333724726	0	0.0265742953687848	5.63417376986015e-05	0	0	0	0	0	0.00380163772817668	0	9.67059676916294e-06	0	7.82056956114916e-06	0.000101751496440758	0	0.003149419045206	2.52276437456425e-07	1.34547433310093e-06	0.00139433186982166	2.90117903074888e-05	0	2.52276437456425e-07	0	0	0	3.02731724947709e-06	0	0.000169613858116536	0.00287410135979523	0.000209893995963745	0	0.0034829284955234	0	0.000272710828890395	7.48420097787393e-06	0	0	3.27959368693352e-06	1.68184291637616e-07	0.000105956103731698	0	0	0	1.68184291637616e-07	3.36368583275233e-07	8.40921458188082e-08	0	0	0.0972249003234773	0.000123363177916192	9.41832033170652e-06	2.52276437456425e-07	8.40921458188082e-08	0	0	8.40921458188082e-08	1.85002720801378e-06	2.1023036454702e-05	0	0.000290033810929069	0.000205268927943711	2.77504081202067e-06	2.77504081202067e-06	1.34547433310093e-06	8.40921458188082e-08	0	1.68184291637616e-07	0.00356323649478036	0.209147930446041	0	0.00177156923596483	0.000450313440859718	4.20460729094041e-07	5.62576455527827e-05	0.00124313419163944	0	4.54097587421564e-06	0	7.77011427365787e-05	0.354518022923014	3.27959368693352e-06	0	3.27959368693352e-06	8.40921458188082e-08	0	0	3.78414656184637e-06	0.0220130532874269	7.56829312369273e-07	1.51365862473855e-06	0	1.06797025189886e-05	1.68184291637616e-07	1.05956103731698e-05	8.40921458188082e-08	0.00316699430368213	0	0	0	0.00306238367428354	0	1.93411935383259e-06	0.040605994912257	0	8.40921458188082e-08	0	0	0	0	2.52276437456425e-07	2.77504081202067e-05	3.97755849722963e-05	1.0091057498257e-06	0.0350930820166676	1.68184291637616e-07	3.54027933897182e-05	0	0	0
NS29	1.65798218506868e-06	0	0.000470954202779773	0.000129148085994824	2.61786660800318e-07	0	3.51666747675094e-05	0	0	0	4.52018300981883e-05	2.60041416394983e-05	0.114181044499107	7.85359982400955e-06	0	0.307897065135924	0	0	0	0	0	2.18155550666932e-06	0.000607432315277006	0	9.42431978881146e-06	0	0	0.000737976596796098	0	0.0414715447062243	0	0	0.00226654890920916	4.1885865728051e-06	1.74524440533546e-07	0	1.74524440533546e-07	0	0	3.49048881067091e-06	0	0.0182001940188205	0.000291543077911288	0.00132141180149974	0	0.0642139990765912	0	0.01414066826979	0.000165885480727135	0	0	0	0	3.63010836309775e-05	0	0	0	2.61786660800318e-07	0	0	0	2.61786660800318e-07	0.213199841915762	0.00015035280551965	0	1.74524440533546e-07	0	0	0	0	3.31596437013737e-06	2.70512882826996e-06	8.90074646721083e-06	5.23573321600637e-07	2.34735372517619e-05	0	4.01406213227155e-06	5.23573321600637e-07	0	1.04714664320127e-06	0	4.53763545387219e-06	0.193230842692134	0	3.839537691738e-06	5.49751987680669e-06	4.36311101333864e-07	0.000324702721612662	0.0110013226334726	5.49751987680669e-06	3.49048881067091e-07	0	1.30893330400159e-06	0.000321212232801991	8.72622202667728e-06	8.72622202667728e-08	1.22167108373482e-06	0	1.22167108373482e-06	0	0	0.005917949254052	0	1.2303973057615e-05	3.49048881067091e-07	0	2.61786660800318e-07	1.0384204211746e-05	0	0.00859716120290272	0	0	0	2.61786660800318e-07	1.74524440533546e-07	1.30893330400159e-06	0.000585093186888712	1.74524440533546e-07	8.72622202667728e-08	0	3.05417770933705e-06	4.36311101333864e-06	3.49048881067091e-07	0	1.90231640181565e-05	0.000172604671687677	4.88668433493928e-06	9.42431978881147e-05	0	1.919768845869e-06	0	3.49048881067091e-07	0
NS30	4.5917635241785e-05	0	9.9788860873665e-05	0.000143000635467273	7.0516368407027e-06	1.96789865321936e-06	6.88764528626776e-05	4.9197466330484e-07	0	0	4.42777196974356e-05	4.49336859151754e-05	0.0554983498349835	1.80390709878441e-06	0	0.112058462989156	8.19957772174733e-08	0	1.63991554434947e-07	0	0	7.46161572679007e-06	0.000480987229157698	2.4598733165242e-07	2.79605600311584e-05	0	0	5.44451960724023e-05	8.19957772174733e-08	0.0135951458499887	0	8.93753971670459e-06	0.00248627595678823	1.55791976713199e-06	0	0	0	0	0	1.2299366582621e-06	8.19957772174733e-08	0.00383272861447635	0.0633843757046512	0.00253358752024271	0	0.00802246684295759	1.63991554434947e-07	0.00133636717709038	2.52546993829818e-05	8.19957772174733e-08	0	0	8.19957772174733e-08	6.47766640018039e-06	0	1.88590287600189e-06	0	0	0	0	7.3796199495726e-07	0	0.559380193920013	0.000370784904577414	0	2.4598733165242e-07	0	0	8.2815734989648e-06	0	4.75575507861345e-06	1.09054383699239e-05	1.63991554434947e-07	1.47592398991452e-06	0.000198101797757415	8.19957772174733e-08	0.000101018797531927	3.27983108869893e-07	0	0	0	1.04954594838366e-05	0.159954410347867	0	0	9.01953549392206e-07	3.27983108869893e-07	6.23167906852797e-05	0.00844302318430601	2.54186909374167e-06	0	0	9.01953549392206e-07	0.000627185699936453	2.27948260664576e-05	0	2.86985220261157e-06	0	0	0	0	0.00118615091322797	0	7.13363261792018e-06	0	1.55791976713199e-06	8.19957772174733e-08	8.69155238505217e-06	0	0.00507447266465777	0	0	1.39392821269705e-06	9.95428735420126e-05	0	0	0.000335772707705553	0	0	4.9197466330484e-07	0	0	2.4598733165242e-07	1.06594510382715e-06	0.000123485640489515	2.93544882438554e-05	5.08373818748334e-06	9.3721173359572e-05	5.73970440522313e-07	7.3796199495726e-07	0	0	2.54186909374167e-06
NS32	5.37269775726702e-05	0	0.00233000248990655	5.62807278777697e-05	9.82211655807498e-08	6.58081809391024e-06	0.00705218146753226	0	0	0	9.23278956459048e-06	1.1393655207367e-05	0.175375462683078	0.000100971358217011	1.964423311615e-07	0.0211777601743622	2.77965898593522e-05	0	0	0	0	1.964423311615e-06	0.00222048589028401	0	1.86620214603425e-06	0	0	0.000166190212162629	0	0.0111361193112143	0	4.12528895439149e-06	0.00436593081006433	7.46480858413699e-06	1.964423311615e-07	0	0	0	1.964423311615e-07	0.000786063988142741	3.29040904695512e-05	0.000593255840107729	0.00431662378494279	0.000784492449493449	0	0.00159236153639512	0	0.000648652577495272	1.23758668631745e-05	0	0	1.66975981487275e-06	0	4.91105827903749e-07	0	1.964423311615e-07	0	0	0	0	6.87548159065249e-07	0	0.241961064147752	0.00790935757955546	0	6.67903925949099e-06	9.82211655807498e-08	0	0	0	2.750192636261e-06	1.24740880287552e-05	0	9.59620787723926e-05	7.69071726497271e-05	0	7.56302974971774e-06	2.9466349674225e-07	0	0	0	0.00628104709655779	0.311721468347493	0	3.14307729858399e-06	2.30819739114762e-05	4.91105827903749e-07	3.01538978332902e-05	0.000819459184440196	3.73240429206849e-06	0	0	3.11361094890977e-05	0.166091990997048	5.00927944461824e-06	0	1.86620214603425e-06	0	0	0	9.82211655807498e-07	0.0149627177010747	0	4.12528895439149e-06	4.91105827903749e-07	1.571538649292e-06	9.82211655807498e-07	6.77726042507174e-06	0	0.00217697391393174	3.92884662322999e-07	0	0	0.0010087313705143	9.82211655807498e-08	2.06264447719575e-06	0.0134508975204558	3.92884662322999e-07	0	3.92884662322999e-07	9.82211655807498e-08	2.9466349674225e-07	0	2.9466349674225e-07	5.49056315596392e-05	5.18607754266359e-05	7.85769324645999e-07	0.00030517316145939	0	7.07192392181399e-06	0	1.964423311615e-07	0
