#Classification	SRR5091571_bracken_P.kreport
k__Bacteria	4031901
k__Bacteria|p__Bacteroidetes	3683889
k__Bacteria|p__Firmicutes	140250
k__Bacteria|p__Actinobacteria	15551
k__Bacteria|p__Proteobacteria	191754
k__Bacteria|p__Verrucomicrobia	426
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Synergistetes	22
k__Eukaryota	6
k__Eukaryota|k__Fungi	5
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	4874
k__Viruses|k__Heunggongvirae	4874
k__Viruses|k__Heunggongvirae|p__Uroviricota	4874
