#Classification	NS78_bracken_C.kreport
k__Bacteria	2396267
k__Bacteria|p__Firmicutes	2031785
k__Bacteria|p__Firmicutes|c__Clostridia	1859293
k__Bacteria|p__Firmicutes|c__Bacilli	113296
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	58960
k__Bacteria|p__Firmicutes|c__Negativicutes	212
k__Bacteria|p__Firmicutes|c__Tissierellia	21
k__Bacteria|p__Actinobacteria	324653
k__Bacteria|p__Actinobacteria|c__Actinomycetia	241994
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	82659
k__Bacteria|p__Bacteroidetes	22096
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	22096
k__Bacteria|p__Proteobacteria	17486
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	8199
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	463
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	5261
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3561
k__Bacteria|p__Spirochaetes	225
k__Bacteria|p__Spirochaetes|c__Spirochaetia	225
k__Bacteria|p__Verrucomicrobia	15
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	15
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	3
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2
k__Eukaryota	517
k__Eukaryota|k__Fungi	508
k__Eukaryota|k__Fungi|p__Ascomycota	508
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	508
k__Eukaryota|k__Viridiplantae	9
k__Eukaryota|k__Viridiplantae|p__Streptophyta	9
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	9
k__Viruses	25714
k__Viruses|k__Heunggongvirae	25714
k__Viruses|k__Heunggongvirae|p__Uroviricota	25714
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	25714
