name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	1196095	S	4	204	208	0.08084
Gilliamella apis	1970738	S	4	49	53	0.02060
Gilliamella sp. wkB7	3120264	S	3	75	78	0.03031
Frischella perrara	1267021	S	7	461	468	0.18189
Raoultella planticola	575	S	1	515	516	0.20054
Snodgrassella alvi	1196083	S	14	715	729	0.28333
Lactobacillus apis	303541	S	4	56	60	0.02332
Lactobacillus sp. IBH004	2879107	S	3	27	30	0.01166
Lactobacillus kullabergensis	1218493	S	3	55	58	0.02254
Apis mellifera filamentous virus	1100043	S	272	96	368	0.14302
