#Classification	NS83_bracken_C.kreport
k__Bacteria	992224
k__Bacteria|p__Firmicutes	869031
k__Bacteria|p__Firmicutes|c__Clostridia	823512
k__Bacteria|p__Firmicutes|c__Bacilli	28722
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	15423
k__Bacteria|p__Firmicutes|c__Negativicutes	1290
k__Bacteria|p__Firmicutes|c__Tissierellia	82
k__Bacteria|p__Actinobacteria	85363
k__Bacteria|p__Actinobacteria|c__Actinomycetia	29727
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	55635
k__Bacteria|p__Bacteroidetes	27888
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	27888
k__Bacteria|p__Proteobacteria	5655
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1835
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	216
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3270
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	334
k__Bacteria|p__Verrucomicrobia	4269
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	4269
k__Bacteria|p__Spirochaetes	16
k__Bacteria|p__Spirochaetes|c__Spirochaetia	16
k__Archaea	294
k__Archaea|p__Euryarchaeota	294
k__Archaea|p__Euryarchaeota|c__Methanobacteria	294
k__Eukaryota	45
k__Eukaryota|k__Viridiplantae	45
k__Eukaryota|k__Viridiplantae|p__Streptophyta	45
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	45
k__Viruses	2413
k__Viruses|k__Heunggongvirae	2413
k__Viruses|k__Heunggongvirae|p__Uroviricota	2413
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	2413
