#Classification	S-4-DICUND-G_bracken_O.kreport
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Proteales	2
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	8
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae	8
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae|o__Chlamydomonadales	8
k__Eukaryota|k__Metazoa	2702
k__Eukaryota|k__Metazoa|p__Chordata	2702
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2702
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	2702
k__Eukaryota|k__Fungi	216
k__Eukaryota|k__Fungi|p__Ascomycota	140
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	67
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	67
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	29
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	15
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	14
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	31
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	31
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	12
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales	12
k__Eukaryota|k__Fungi|p__Basidiomycota	75
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	40
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales	40
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	34
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	34
k__Eukaryota|p__Euglenozoa	12
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	12
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea|o__Trypanosomatida	12
