#Classification	SRR20002438_bracken_P.kreport
k__Bacteria	69238
k__Bacteria|p__Proteobacteria	60951
k__Bacteria|p__Actinobacteria	5799
k__Bacteria|p__Firmicutes	2419
k__Bacteria|p__Deinococcus-Thermus	10
k__Bacteria|p__Bacteroidetes	57
k__Eukaryota	2766
k__Eukaryota|k__Metazoa	2425
k__Eukaryota|k__Metazoa|p__Chordata	2425
k__Eukaryota|k__Fungi	170
k__Eukaryota|k__Fungi|p__Basidiomycota	169
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Viridiplantae	113
k__Eukaryota|k__Viridiplantae|p__Streptophyta	113
k__Eukaryota|p__Apicomplexa	56
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
