#Classification	S-4-DICUND-G_bracken_P.kreport
k__Bacteria	151
k__Bacteria|p__Cyanobacteria	28
k__Bacteria|p__Actinobacteria	105
k__Bacteria|p__Proteobacteria	15
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	18
k__Eukaryota|k__Viridiplantae	17
k__Eukaryota|k__Viridiplantae|p__Streptophyta	17
k__Eukaryota|p__Euglenozoa	1
