#Classification	S-16-POLJUN-B_bracken_O.kreport
k__Bacteria	444256
k__Bacteria|p__Proteobacteria	251135
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	131569
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	131198
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	85471
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	66715
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	12849
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	5013
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	845
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	26
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	33390
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	28609
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	1895
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	680
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	701
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	701
k__Bacteria|p__Proteobacteria|c__Oligoflexia	2
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	2
