#Classification	SRR5091558_bracken_P.kreport
k__Bacteria	6126258
k__Bacteria|p__Bacteroidetes	5181927
k__Bacteria|p__Firmicutes	839327
k__Bacteria|p__Actinobacteria	45939
k__Bacteria|p__Tenericutes	27
k__Bacteria|p__Proteobacteria	58977
k__Bacteria|p__Verrucomicrobia	52
k__Bacteria|p__Fusobacteria	6
k__Eukaryota	14
k__Eukaryota|k__Viridiplantae	12
k__Eukaryota|k__Viridiplantae|p__Streptophyta	12
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Viruses	8740
k__Viruses|k__Heunggongvirae	8740
k__Viruses|k__Heunggongvirae|p__Uroviricota	8740
