name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus apis	55371	S	502	2690	3192	0.07876
Lactobacillus melliventris	55401	S	186	1749	1935	0.04775
Lactobacillus helsingborgensis	55384	S	111	1211	1322	0.03262
Lactobacillus kimbladii	55396	S	38	905	943	0.02327
Lactobacillus sp016100975	55419	S	23	307	330	0.00814
Lactobacillus laiwuensis	55400	S	22	310	332	0.00819
Lactobacillus sp945290125	55440	S	22	150	172	0.00424
Lactobacillus sp946477855	55442	S	22	513	535	0.01320
Lactobacillus sp946482465	55445	S	18	395	413	0.01019
Lactobacillus kimbladii_B	55397	S	16	388	404	0.00997
Lactobacillus kullabergensis	55399	S	15	318	333	0.00822
Lactobacillus apis_A	55372	S	13	291	304	0.00750
Lactobacillus sp946479925	55443	S	13	341	354	0.00874
Lactobacillus huangpiensis	55387	S	7	90	97	0.00239
Lactobacillus sp946482425	55444	S	2	114	116	0.00286
Lactobacillus sp029433515	55430	S	1	5	6	0.00015
Bombilactobacillus mellis	55231	S	221	4419	4640	0.11449
Bombilactobacillus mellifer	55230	S	149	1624	1773	0.04375
Bombilactobacillus mellis_A	55232	S	29	1410	1439	0.03551
CALYQJ01 sp945273735	55234	S	13	46	59	0.00146
Lacticaseibacillus camelliae	55313	S	1	6	7	0.00017
Gilliamella apicola	133069	S	144	1234	1378	0.03400
Gilliamella apis_A	133086	S	42	831	873	0.02154
Gilliamella sp946481345	133105	S	38	1445	1483	0.03659
Gilliamella apicola_R	133084	S	28	565	593	0.01463
Gilliamella apicola_N	133081	S	26	262	288	0.00711
Gilliamella apis	133085	S	16	181	197	0.00486
Gilliamella sp946482005	133106	S	15	463	478	0.01179
Gilliamella sp946480175	133104	S	14	89	103	0.00254
Gilliamella sp945271295	133099	S	5	4	9	0.00022
Gilliamella sp002142215	133091	S	1	12	13	0.00032
Gilliamella apicola_Q	133083	S	1	10	11	0.00027
Frischella perrara	133059	S	826	2566	3392	0.08370
Klebsiella variicola	133156	S	12	316	328	0.00809
Klebsiella quasipneumoniae	133146	S	1	27	28	0.00069
Enterobacter ludwigii	132976	S	28	614	642	0.01584
Serratia_A fonticola	133461	S	2	16	18	0.00044
CALYPF01 sp945271245	132863	S	3	8	11	0.00027
Kosakonia cowanii	133169	S	1	10	11	0.00027
Snodgrassella alvi	130431	S	630	3289	3919	0.09670
Snodgrassella sp946481965	130443	S	8	37	45	0.00111
Snodgrassella alvi_G	130436	S	7	47	54	0.00133
Vogesella mureinivorans	129842	S	17	194	211	0.00521
Bartonella_A apis	119303	S	56	541	597	0.01473
Bartonella_A sp946479275	119312	S	33	933	966	0.02384
Bartonella_A sp946481695	119314	S	8	591	599	0.01478
Bartonella_A sp946478665	119311	S	6	83	89	0.00220
Bartonella_A sp016100455	119305	S	4	58	62	0.00153
Bartonella_A apihabitans	119302	S	2	27	29	0.00072
Commensalibacter melissae	113763	S	64	391	455	0.01123
Commensalibacter sp945266285	113767	S	1	6	7	0.00017
Bombella apis	113693	S	4	27	31	0.00076
Tabrizicola thermarum	122669	S	1	7	8	0.00020
Bifidobacterium indicum	42787	S	260	802	1062	0.02621
Bifidobacterium polysaccharolyticum	42812	S	30	464	494	0.01219
Bifidobacterium choladohabitans	42770	S	26	1022	1048	0.02586
Bifidobacterium apousia	42747	S	20	592	612	0.01510
Bifidobacterium asteroides_F	42751	S	18	427	445	0.01098
Bifidobacterium asteroides_G	42752	S	12	99	111	0.00274
Bifidobacterium asteroides	42750	S	8	140	148	0.00365
Bifidobacterium asteroides_J	42755	S	7	227	234	0.00577
Bifidobacterium asteroides_H	42753	S	6	376	382	0.00943
Bifidobacterium mizhiense	42804	S	2	58	60	0.00148
Bifidobacterium sp026537325	42849	S	1	43	44	0.00109
Bifidobacterium sp000499285	42832	S	1	25	26	0.00064
Bifidobacterium mellis	42799	S	1	51	52	0.00128
Bifidobacterium asteroides_I	42754	S	1	33	34	0.00084
Cutibacterium namnetense	48422	S	2	21	23	0.00057
Novisyntrophococcus fermenticellae	62658	S	2	74	76	0.00188
Apibacter sp945280365	89010	S	1	7	8	0.00020
