feature	Acetobacteraceae	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Alicyclobacillaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Brachyspiraceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Christensenellaceae	Clostridiaceae	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Dehalococcoidaceae	Dermabacteraceae	Desulfomicrobiaceae	Desulfovibrionaceae	Dysgonomonadaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fervidobacteriaceae	Flavobacteriaceae	Fusobacteriaceae	Gemmatimonadaceae	Geobacteraceae	Gottschalkiaceae	Helicobacteraceae	Heliobacteriaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Limnochordaceae	Listeriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Muribaculaceae	Mycobacteriaceae	Mycoplasmataceae	Nanosynbacteraceae	Neisseriaceae	Nocardiaceae	Nocardioidaceae	Odoribacteraceae	Oscillospiraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Planococcaceae	Polyangiaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhodocyclaceae	Rhodothermaceae	Rikenellaceae	Roseobacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Sporomusaceae	Staphylococcaceae	Steroidobacteraceae	Streptococcaceae	Succinivibrionaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Tepidanaerobacteraceae	Thermaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thermoanaerobacterales.Family.III..Incertae.Sedis	Thermohalobacteraceae	Tissierellaceae	Treponemataceae	Turicibacteraceae	Vallitaleaceae	Veillonellaceae	Vibrionaceae	Weeksellaceae	Xanthomonadaceae	Yersiniaceae
NS10	0.00456247635831962	0	0.0291087283718842	0.00685599821337471	0	0.00178593360437866	0.0111984433103781	0	0	0.0112283869823473	0.00495069851490492	0.128417202661788	0.0021289746384388	0.426575244605193	0	0	0	0	0	0.0307912516178222	0	0.0033537176247166	0	0	0.0142938215424863	0.104895829206162	0.00158684347186819	0.440352312348221	0.00242394479833416	0.000579433099095632	0	0	0.00100360767953875	0	0.0558202948679362	0.0481935565847347	0.0333021357993648	0	0.102118095807262	0.0296631735489432	0.0034766054035262	0	0	0.00220641717314642	0	0.000819442193082551	0	0	0.00183232926761997	0.722359698856897	0.0083968815420209	0.000709657736287114	0	0	0.000409721062151052	0	0.00108402021933292	0.000916164249315013	0.00368749781306118	0.000916164249315013	0	0	0.00249223843498344	0	0	0	0.00483055873261715	0.374462300999304	0.00255870993342264	0.00135889141205935	0.000709657736287114	0.0062541611791104	0.0575139745737433	0	0	0	0.00108402021933292	0.100874892529866	0.0033537176247166	0.00204860668636639	0	0.00192176325617756	0.000409721062151052	0	0.0183563510206257	0	0.00178593360437866	0	0	0.000916164249315013	0.00320002916482519	0	0.038664811125525	0	0.00417836342330829	0.000916164249315013	0.0404095755011049	0	0	0.000709657736287114	0.000579433099095632	0	0	0.00100360767953875	0.00543559074166553	0.00399347743435427	0.00129565208799519	0.107192576756423	0	0.000819442193082551	0.000409721062151052	0
NS11	0.00280891370780071	0	0.0714252381859813	0.00322615697903405	0.0010036091115965	0.00178593615274689	0.054336104811358	0	0	0.00342798385654925	0.00208918013341506	0.700197232957227	0.0056327710093275	0.173311928287378	0	0	0	0	0.00135889335107553	0.00952121427572383	0.000409721646785935	0.00192176599836306	0	0	0.0122987859081143	0.0398337058598166	0.00783851669195687	0.0876671864313865	0.000409721646785935	0.000409721646785935	0	0.000579433925894283	0.00621377624139125	0	0.0201570043791642	0.0673188424472808	0.0178461942557799	0	0.0328399216605041	0.0175855556397306	0.00228123549843349	0	0.000579433925894283	0.000579433925894283	0	0.000409721646785935	0	0	0.00108402176613221	0.161499512379804	0.0400335972982271	0	0	0.000579433925894283	0	0	0	0.00196495719893111	0	0.0146534441028563	0	0	0.000819443362352613	0.0010036091115965	0	0	0.0817923742317929	0.259142706875889	0.000409721646785935	0.00683147798988768	0	0.00228123549843349	0.0157682836581064	0	0	0	0.00115886804632995	0.554475251312984	0.0014193178552047	0.0303627987522422	0.000819443362352613	0.00216804480610448	0	0	0.114550944412304	0	0.00200721923406125	0.000409721646785935	0	0	0.00153303858381847	0	0.0306819943766657	0	0.0231250310322042	0.000409721646785935	0.303818611061183	0	0	0	0	0	0	0.000409721646785935	0.00395122264145182	0.00306608077061023	0	0.221277959827847	0	0.00168932638304187	0.000409721646785935	0
NS13	0.00538906421437781	0	0.00409722128255685	0.00700137240805838	0.000579433001825435	0.00245832836754412	0.00603560359513276	0	0	0.00100360751106177	0.00561784061890621	0.601600760434299	0.0027484953625159	0.0155160155609458	0	0	0	0	0	0.00737504453050281	0	0.00228123186036194	0	0	0.0100862999835628	0.0697681767450218	0.00173829978363873	0.00401444015293612	0.00192176293356827	0.000409720993370642	0.000409720993370642	0	0	0	0.0840075923947435	0.00452553160894314	0.0198801676058558	0	0.0770175296803153	0.0215032271257922	0.00303857680198712	0	0.00280890922819385	0.00268672338331654	0.000409720993370642	0	0.000579433001825435	0	0	0.81417400598733	0.00739777240830836	0.00153303613895964	0.00196495406525566	0	0.000579433001825435	0.00070965761715593	0.00070965761715593	0.00070965761715593	0.0027788664767506	0.000579433001825435	0.00306607588087534	0	0.000579433001825435	0.00122916325523368	0	0	0.0174753812550343	0.297532053672196	0	0.00325206520742022	0.00070965761715593	0.0155808061084442	0.133270782526617	0	0.00147727054621484	0	0.00173829978363873	0.0154237632149223	0.00224413612437037	0.00271778487719722	0.00070965761715593	0	0.000409720993370642	0	0.14443920221394	0	0.00100360751106177	0	0.00196495406525566	0	0.00178593330457135	0	0.066503429298	0.000409720993370642	0.00141931559170564	0.000819442055521696	0.0378500469297604	0	0	0	0	0	0.000409720993370642	0.00224413612437037	0.00732937736072492	0.0181493697886293	0.00283863404257123	0.00606335398233182	0	0.00954761103639073	0.00108402003735697	0
NS21	0.00224413574764382	0	0.00388696365913696	0.00593745499873762	0.00153303588160676	0	0.00630761510844143	0	0	0.00192176261095914	0.00255870907435307	0.806283975936415	0.000819441917960911	0.0461040153840326	0	0	0	0	0.00115886600365093	0.0170965576287584	0.000709657498024805	0.00242394398451125	0.000819441917960911	0	0.0058520185549778	0.0600766739809798	0.00306607536616776	0.0039299150576144	0.0104219295771452	0.00129565165298946	0	0	0.00187757820138117	0	0.0352504439763474	0.066446430422308	0.0117185728369422	0	0.0520709865447305	0.0103815798138253	0.00433609215993846	0	0	0.00141931535344321	0	0	0	0	0.00100360734258488	0.45521981011195	0.00411765585215802	0	0.00147727029822342	0	0	0	0.000409720924590266	0.00200721569603265	0.00739777116641248	0.00163888438616547	0.00641319065616289	0	0.00153303588160676	0.000709657498024805	0	0	0.0756119419306879	0.512223566412044	0.00108401985538111	0.0120922688246717	0	0.00173829949182789	0.0322696588603807	0	0	0	0.000579432904555287	0.0106213796918361	0.00283863356604493	0.00158684293909693	0	0	0	0	0.0099269152788368	0.000819441917960911	0.000819441917960911	0	0	0	0	0	0.0633731249337176	0	0.000579432904555287	0	0.11822001947737	0	0	0	0.000409720924590266	0	0	0	0.00535782179992159	0.00196495373539596	0.00100360734258488	0.0739980163801838	0	0.000409720924590266	0	0
NS25	0.00493371686904857	0	0.141178978867507	0.00405604429025834	0	0.00135889198235737	0.00450694870697576	0	0.000579433342271338	0.00141931642562509	0.00224413744291478	0.856706866988395	0.0089579413905142	0.0665755832842192	0	0	0	0	0	0.0525084385769245	0	0.000709658034115338	0	0	0.00793430060724836	0.0621353850992052	0	0.00235367140419687	0	0.00100360810073157	0	0.000409721234102228	0.00518263227759761	0	0.0233562331564037	0.00788122666415741	0.0717545772497369	0	0.0534434062802025	0.0297310593328822	0	0	0	0.00192176406270149	0	0.000409721234102228	0	0	0.000709658034115338	0.258214807911119	0.00450694870697576	0	0.00129565263175296	0	0	0	0	0.00100360810073157	0.00115886687908348	0.00441284693982249	0.00245832981193788	0	0.000819442536984991	0	0	0	0.0354382360848657	0.581362669567764	0.0010840206742732	0.0033032841092586	0.00115886687908348	0.00491667448066754	0.0357826570541237	0	0	0	0.00135889198235737	0.0141758817217603	0.00364168993299998	0.017585537925216	0	0	0	0	0.0324720739104888	0	0.000409721234102228	0	0.00200721721232833	0	0.00100360810073157	0.000409721234102228	0.0150658359886811	0	0.0162868165205015	0	0.129701634539521	0	0	0	0	0	0	0	0.00474288383067875	0.00910663514912929	0	0.00617311186331009	0	0.00141931642562509	0	0
NS27	0.00483055792169869	0	0.00673245358121896	0.00472515045328485	0.00265529856268277	0.00228123186036194	0.102667860334496	0	0	0.0260226387431575	0.00359529477054833	0.573446139900717	0.00417836272187692	0.459807788860435	0.000916164095517289	0	0	0	0	0.0301127710091677	0.000409720993370642	0.00228123186036194	0	0	0.0143465784703168	0.0663208972924265	0.00122916325523368	0.0942361892510324	0.000819442055521696	0	0	0	0.000409720993370642	0	0.0234029081149277	0.0068068487346117	0.0102103716635048	0	0.0891681215239517	0.0253988223248936	0.0027484953625159	0	0.000819442055521696	0.00100360751106177	0	0	0	0	0	0.448177842182494	0.0213661293141117	0	0.000409720993370642	0	0	0	0.000579433001825435	0.00129565187049227	0	0.000916164095517289	0.00070965761715593	0	0.00158684320548249	0.00129565187049227	0	0	0.00668239672203227	0.482962799090549	0.00070965761715593	0.0280209135470467	0	0.00390849901411198	0.0345500214251379	0	0.00122916325523368	0	0.00220641680275171	0.0322878792788068	0.00141931559170564	0.000579433001825435	0.000409720993370642	0	0	0	0.110631468636781	0	0.00129565187049227	0.000409720993370642	0	0	0.00384353296458495	0	0.15274768641192	0	0.0107001207687974	0	0.145430007861386	0	0	0	0	0	0	0.00163888466128732	0.00529478670441386	0.00388696431164977	0.00108402003735697	0.101025559233841	0	0.00855532963409362	0.000409720993370642	0
NS28	0.00192176503053154	0	0.0817490280824223	0.00888266572275298	0.000409721440443926	0.00212897660411052	0.300940593179151	0	0	0.0311060842795882	0.00320003211940187	0.303166265380739	0.0118822010399224	0.163774538692692	0.00743174201969045	0	0	0	0	0.0617182418864396	0	0.00320003211940187	0	0.00286805393483631	0.0103491997823326	0.0562167416990116	0.00100360860616366	0.0375805459736964	0.00551226598459465	0	0	0	0.00163888644958271	0	0.01309865023757	0.0535675999058165	0.0146591644876507	0	0.0590412943420657	0.0166790023214083	0.00249224073605611	0	0.00187758056532358	0.0101195455270413	0	0	0	0.00057943363408259	0	0.31684898942703	0.0107938616468574	0.00306607922648089	0.000409721440443926	0	0	0	0	0.00115886746270628	0.00461734241539904	0.0171162097571834	0.0143874954831434	0.00135889266671593	0.00168932553227083	0.00108402122020229	0	0.00057943363408259	0.0595195761137387	0.475115419070674	0.0419722778962096	0.0214406859482871	0.00057943363408259	0.00736366232261824	0.0354311417473998	0	0.00228123434956691	0	0.0087397680322173	0.638121805525403	0.00192176503053154	0.00183233095939983	0.000409721440443926	0	0	0.00208917908127092	0.149264466917472	0.00081944294966849	0.0012956532842632	0	0.003378655885598	0.000709658391509702	0.00314713520713403	0	0.0557479730464784	0	0.0549823247392899	0.00115886746270628	0.2026202148148	0	0	0	0	0	0	0	0.00516641362387012	0.00632091644092788	0.00108402122020229	0.188134359707162	0	0.00618669737289997	0	0
NS29	0.00115887388261524	0	0.02185964579668	0.0118539743896456	0.000709662322883345	0	0.00606339418881344	0	0	0.00660664419072274	0.00511746969374278	0.344856132258224	0.00262351475571107	0.587936613454297	0	0	0	0	0.00153304630450209	0.0243249448463704	0	0.00345240010959476	0	0	0.0273261658621016	0.205179302920696	0	0.0477364292811818	0.00192177567675867	0.000579436844035458	0	0	0.00183234111017741	0	0.135686229696747	0.0171897201650356	0.0363234697465754	0	0.255838508462196	0.119197970415732	0.0128724630781712	0	0	0.0059091536079404	0	0	0.000409723710223176	0	0	0.480061035098272	0.0121200871853529	0	0.000409723710223176	0	0	0	0	0.00173831131028428	0.00122917140579676	0.000579436844035458	0.00524704756884485	0	0.00228124698719475	0.000579436844035458	0.000579436844035458	0	0.00204861992675368	0.45525247054694	0.00192177567675867	0.00212898839825521	0.000409723710223176	0.0180892553563355	0.105223279280698	0.00228124698719475	0	0	0.00153304630450209	0.0177566772528773	0.00280892785406834	0.00115887388261524	0	0.00115887388261524	0	0	0.0770607016828726	0	0.00335373930024118	0.00091617017058628	0	0.000579436844035458	0.00361858962579039	0	0.092687598157339	0	0.000579436844035458	0.00129566046194083	0.0243456480835518	0	0	0	0.00212898839825521	0.00212898839825521	0.000579436844035458	0	0.00399350324477231	0.0130794824472456	0.00242396046458482	0.00927112179974805	0	0.00122917140579676	0.00091617017058628	0
NS30	0.0065555870675452	0	0.0100946256439788	0.0119104211694208	0.00280891111434149	0.00135889209641706	0.0084367771333732	0.000579433390906516	0	0.00691694606942435	0.00664461108625531	0.237791230333402	0.00108402076526133	0.341561815089817	0	0	0.00040972126849249	0	0.00259130765604861	0.022164667334251	0.000709658093681028	0.00505140439077755	0	0	0.00735225133684892	0.116772376730343	0.00317369253786224	0.049998425486568	0.00108402076526133	0	0	0	0.00108402076526133	0.00040972126849249	0.0620405147540363	0.25429193483308	0.0504554124132106	0	0.0899690025940598	0.0370763816500307	0.00503476036811904	0	0	0.00242394601907005	0	0.00147727153818177	0	0	0.0010036081849702	0.844781794143654	0.0192755197423716	0	0	0	0	0.00295454630027161	0	0.0023177355090381	0.00354829761632914	0.00122916408059978	0.013991102577866	0.00040972126849249	0.0103977472340849	0.000709658093681028	0	0	0.00337865446764215	0.411423443247945	0	0.00091616471070865	0	0.00804983241598738	0.091849934377095	0.00147727153818177	0	0	0.00115886697635388	0.0252462997391463	0.00465355572787888	0.00135889209641706	0	0	0	0	0.0347440075195204	0	0.00262349912095364	0	0.00115886697635388	0.00040972126849249	0.00280891111434149	0	0.0713897885392574	0	0.00980782640051814	0	0.0182692553309554	0	0	0.000819442605765531	0	0	0.000709658093681028	0.00040972126849249	0.0113990427417463	0.00555775814446458	0.00274849720809618	0.00971322576806534	0.00040972126849249	0.000579433390906516	0	0.00122916408059978
NS32	0.00714380517372646	0	0.0482738228484951	0.00752156411005778	0.000409721853128256	0.00271779058020464	0.0840017457061016	0	0	0.00265530413456811	0.0033786592886993	0.432188618627232	0.0104460883087839	0.146195784789684	0.00531062699096089	0	0	0	0.00141931856999613	0.0471443797968448	0	0.00122916583450826	0	0	0.0128528258376688	0.105836607061051	0.00183233280498321	0.0660564935539576	0.00259131135362196	0	0	0.00070965910630005	0.0281555164449615	0.00566249876961286	0.0245823716651008	0.0658228724385705	0.0279849848084319	0	0.0399159075316838	0.0256587321271117	0.00375517153207997	0	0.00153303935588158	0.000579434217706416	0	0.000409721853128256	0	0	0.00115886862995452	0.514350881920917	0.0888459808217602	0	0.0025256977433802	0	0	0	0	0.00192176696619604	0.00332860212349178	0.00960023710946952	0.00890155441285058	0	0.00280891512241785	0	0	0	0.0791887682941833	0.59240898828387	0.00141931856999613	0.00463549008330089	0.000409721853128256	0.0055878900016615	0.0284699323898044	0.00173830343128657	0	0	0.00572148536397807	0.419623237290769	0.00183233280498321	0.00108402231206295	0	0	0	0.00115886862995452	0.122182074305618	0	0.00208918118556079	0.000579434217706416	0.00147727364611812	0.000916166017994405	0.0030660823147419	0	0.0467018975835154	0	0.031929566978885	0.00129565458928662	0.116202483804764	0.000409721853128256	0	0.00115886862995452	0.000409721853128256	0.00070965910630005	0	0.000409721853128256	0.00764333626822498	0.00734083618944097	0.00070965910630005	0.0175616783338472	0	0.00268672902114412	0	0
