#Classification	S-8-POLPIL-B_bracken_O.kreport
k__Bacteria	295688
k__Bacteria|p__Proteobacteria	199459
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	74763
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	58522
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	10350
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	5294
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	576
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	15
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	65013
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	58764
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	3536
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	16
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	323
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	59295
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	59284
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	10
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	377
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	376
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia	9
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	7
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	1
