#Classification	SRR20002350_bracken_P.kreport
k__Bacteria	27249
k__Bacteria|p__Proteobacteria	20804
k__Bacteria|p__Firmicutes	4027
k__Bacteria|p__Actinobacteria	2353
k__Bacteria|p__Deinococcus-Thermus	27
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	28
k__Bacteria|p__Verrucomicrobia	5
k__Bacteria|p__Chlamydiae	3
k__Eukaryota	2728
k__Eukaryota|k__Metazoa	2388
k__Eukaryota|k__Metazoa|p__Chordata	2388
k__Eukaryota|k__Fungi	246
k__Eukaryota|k__Fungi|p__Basidiomycota	227
k__Eukaryota|k__Fungi|p__Ascomycota	18
k__Eukaryota|k__Viridiplantae	83
k__Eukaryota|k__Viridiplantae|p__Streptophyta	83
k__Eukaryota|p__Apicomplexa	10
k__Viruses	7
k__Viruses|k__Heunggongvirae	7
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
