#Classification	GQ8_bracken_C.kreport
k__Bacteria	10454093
k__Bacteria|p__Firmicutes	9428070
k__Bacteria|p__Firmicutes|c__Bacilli	9141009
k__Bacteria|p__Firmicutes|c__Negativicutes	163694
k__Bacteria|p__Firmicutes|c__Clostridia	119881
k__Bacteria|p__Firmicutes|c__Tissierellia	3356
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	128
k__Bacteria|p__Actinobacteria	635481
k__Bacteria|p__Actinobacteria|c__Actinomycetia	625395
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	10086
k__Bacteria|p__Tenericutes	74
k__Bacteria|p__Tenericutes|c__Mollicutes	74
k__Bacteria|p__Deinococcus-Thermus	11
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	11
k__Bacteria|p__Bacteroidetes	211106
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	210219
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	886
k__Bacteria|p__Proteobacteria	103242
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	62710
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	26604
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	13498
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	428
k__Bacteria|p__Fusobacteria	73617
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	73617
k__Bacteria|p__Spirochaetes	1207
k__Bacteria|p__Spirochaetes|c__Spirochaetia	1207
k__Bacteria|p__Candidatus_Saccharibacteria	1012
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	1012
k__Bacteria|p__Synergistetes	270
k__Bacteria|p__Synergistetes|c__Synergistia	270
k__Eukaryota	13031
k__Eukaryota|k__Metazoa	8950
k__Eukaryota|k__Metazoa|p__Chordata	8950
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	8950
k__Eukaryota|k__Fungi	632
k__Eukaryota|k__Fungi|p__Basidiomycota	606
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	606
k__Eukaryota|k__Fungi|p__Ascomycota	26
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	26
k__Eukaryota|k__Viridiplantae	3448
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3448
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3448
k__Viruses	10054
k__Viruses|k__Heunggongvirae	10054
k__Viruses|k__Heunggongvirae|p__Uroviricota	10029
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	10029
k__Viruses|k__Heunggongvirae|p__Peploviricota	25
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes	25
