#Classification	GQ34_bracken_C.kreport
k__Bacteria	2404009
k__Bacteria|p__Firmicutes	1498240
k__Bacteria|p__Firmicutes|c__Clostridia	1400737
k__Bacteria|p__Firmicutes|c__Negativicutes	39876
k__Bacteria|p__Firmicutes|c__Bacilli	54969
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2415
k__Bacteria|p__Firmicutes|c__Tissierellia	240
k__Bacteria|p__Actinobacteria	17347
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	14672
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2675
k__Bacteria|p__Bacteroidetes	862731
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	862731
k__Bacteria|p__Proteobacteria	25611
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	13774
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	11720
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	116
k__Bacteria|p__Fusobacteria	73
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	73
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Spirochaetes|c__Spirochaetia	4
k__Eukaryota	610
k__Eukaryota|k__Fungi	606
k__Eukaryota|k__Fungi|p__Ascomycota	606
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	606
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3
k__Viruses	254
k__Viruses|k__Heunggongvirae	254
k__Viruses|k__Heunggongvirae|p__Uroviricota	254
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	254
