name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas aeruginosa	138123	S	124	17068	17192	0.21983
Pseudomonas paraeruginosa	138137	S	1	66	67	0.00086
Stutzerimonas stutzeri_AO	139038	S	99	9226	9325	0.11924
Stutzerimonas stutzeri	139027	S	31	4024	4055	0.05185
Stutzerimonas stutzeri_G	139046	S	7	428	435	0.00556
Stutzerimonas stutzeri_U	139055	S	4	1128	1132	0.01447
Stutzerimonas stutzeri_AC	139030	S	1	72	73	0.00093
Stutzerimonas sp002692525	139013	S	1	196	197	0.00252
Pseudomonas_E cremoris	138265	S	1	18	19	0.00024
Pseudomonas_E defluvii	138271	S	1	72	73	0.00093
Pseudomonas_E alcaligenes	138170	S	1	67	68	0.00087
Pseudomonas_E fluorescens_X	138339	S	1	79	80	0.00102
Pseudomonas_E sp009834565	138705	S	1	31	32	0.00041
Pseudomonas_E alcaliphila_B	138175	S	1	172	173	0.00221
Thiopseudomonas sp012719655	139069	S	2	2	4	0.00005
Pseudomonas_B luteola	138153	S	1	9	10	0.00013
Acinetobacter junii	137104	S	2	1127	1129	0.01444
Acinetobacter bereziniae	137066	S	1	136	137	0.00175
Vreelandella sp001507855	136895	S	1	46	47	0.00060
Aquabacterium parvum	126468	S	90	8168	8258	0.10559
Aquabacterium olei	126466	S	1	24	25	0.00032
Paraburkholderia phytofirmans	128028	S	9	125	134	0.00171
Paraburkholderia phenoliruptrix	128024	S	3	98	101	0.00129
Paraburkholderia fungorum	127991	S	2	21	23	0.00029
Paraburkholderia agricolaris	127963	S	1	13	14	0.00018
Paraburkholderia aromaticivorans	127965	S	1	29	30	0.00038
Paraburkholderia sp005503145	128062	S	1	5	6	0.00008
Cupriavidus basilensis	126906	S	2	174	176	0.00225
Cupriavidus sp026627925	126958	S	1	9	10	0.00013
Hylemonella sp019745555	127248	S	3	179	182	0.00233
Herbaspirillum huttiense	127116	S	1	61	62	0.00079
Caballeronia udeis	126787	S	2	6	8	0.00010
Comamonas aquatica	126835	S	1	32	33	0.00042
Acidovorax temperans	126391	S	1	150	151	0.00193
Curvibacter sp003987795	126972	S	1	70	71	0.00091
Pandoraea cepalis	127932	S	1	44	45	0.00058
Alcaligenes ammonioxydans	126412	S	1	37	38	0.00049
Caldimonas aquatica	126790	S	1	26	27	0.00035
Hydrogenophaga crassostreae	127155	S	1	6	7	0.00009
Aquincola tertiaricarbonis_A	126534	S	1	11	12	0.00015
Parazoarcus communis	130917	S	1	5	6	0.00008
Hydrogenophilus thermoluteolus	130841	S	1	36	37	0.00047
Azospira oryzae	130743	S	1	20	21	0.00027
Ga0077527 sp019751125	131284	S	1	7	8	0.00010
Silvania confinis	133499	S	1	16	17	0.00022
Providencia rettgeri_A	133377	S	1	67	68	0.00087
Xanthomonas campestris	141272	S	1	15	16	0.00020
Thiomicrorhabdus cannonii	139881	S	1	14	15	0.00019
Azospirillum brasilense	114111	S	10	309	319	0.00408
Skermanella aerolata	114193	S	2	7	9	0.00012
Methylobacterium sp017833295	118314	S	2	22	24	0.00031
Methylobacterium longum	118267	S	1	5	6	0.00008
Methylobacterium isbiliense	118265	S	1	11	12	0.00015
Hyphomicrobium_C sp019744875	118815	S	1	13	14	0.00018
Sphingomonas sp019749955	125206	S	1	1	2	0.00003
Sphingomonas sp000797515	125108	S	1	82	83	0.00106
Sphingopyxis sp001468395	125397	S	1	62	63	0.00081
Brevundimonas sp003248965	114402	S	1	27	28	0.00036
Paracoccus aeridis	121802	S	1	34	35	0.00045
Paracoccus sphaerophysae	121916	S	1	14	15	0.00019
Paracoccus denitrificans_B	121826	S	1	22	23	0.00029
Cutibacterium acnes	48418	S	194	27322	27516	0.35184
Cutibacterium granulosum	48420	S	3	18	21	0.00027
Cutibacterium namnetense	48422	S	1	5	6	0.00008
Cutibacterium sp030525615	48425	S	1	0	1	0.00001
Propioniciclava sinopodophylli	48495	S	1	12	13	0.00017
Arachnia sp905372155	48387	S	1	0	1	0.00001
Nocardioides sp002117935	48208	S	1	4	5	0.00006
Corynebacterium sanguinis	46136	S	2	252	254	0.00325
Corynebacterium sp000478175	46141	S	2	37	39	0.00050
Corynebacterium kroppenstedtii_B	46077	S	1	8	9	0.00012
Corynebacterium sputi	46238	S	1	4	5	0.00006
Lawsonella clevelandensis_A	46365	S	15	145	160	0.00205
Lawsonella sp018376445	46367	S	1	14	15	0.00019
Mycobacterium paragordonae	46552	S	1	11	12	0.00015
Dietzia cinnamea	46274	S	1	12	13	0.00017
Gordonia sputi	46350	S	1	2	3	0.00004
Tsukamurella tyrosinosolvens	47130	S	1	3	4	0.00005
Micrococcus sp023147585	45161	S	1	22	23	0.00029
Nesterenkonia sp946221825	45195	S	1	7	8	0.00010
