#Classification	SRR20002387_bracken_P.kreport
k__Bacteria	135928
k__Bacteria|p__Proteobacteria	116749
k__Bacteria|p__Firmicutes	17909
k__Bacteria|p__Actinobacteria	1265
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	3
k__Eukaryota	92
k__Eukaryota|k__Fungi	67
k__Eukaryota|k__Fungi|p__Basidiomycota	67
k__Eukaryota|k__Metazoa	24
k__Eukaryota|k__Metazoa|p__Chordata	24
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
