name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nostoc calcicola	96837	S	1	123	124	0.03390
Nostoc sp015714725	96871	S	1	67	68	0.01859
Nostoc sp026127265	96888	S	1	213	214	0.05850
Nostoc sp002949735	96860	S	1	225	226	0.06178
Stigonema ocellatum	96939	S	1	107	108	0.02952
Granulicella sp903970445	40192	S	249	1555	1804	0.49317
Granulicella sp009765785	40171	S	1	3	4	0.00109
Granulicella_D aggregans	40205	S	30	48	78	0.02132
Granulicella_D aggregans_A	40206	S	1	1	2	0.00055
Granulicella_C sibirica	40198	S	3	14	17	0.00465
Acidisarcina polymorpha	40108	S	3	6	9	0.00246
Occallatibacter gabretensis	40248	S	1	10	11	0.00301
Edaphobacter lichenicola	40130	S	1	31	32	0.00875
Sulfotelmatobacter sp003140075	40540	S	1	3	4	0.00109
Methylobacterium sp022829365	118326	S	2	28	30	0.00820
Methylobacterium sp022829585	118333	S	1	11	12	0.00328
Lichenicoccus roseus	113922	S	17	51	68	0.01859
Acidisoma sp009765865	113615	S	5	7	12	0.00328
CAJCJG01 sp903970625	113745	S	1	4	5	0.00137
BOG-908 sp003133065	113676	S	1	1	2	0.00055
CAHJWH01 sp009765965	114500	S	1	4	5	0.00137
Sphingomonas_N sp937859915	125357	S	1	3	4	0.00109
Caballeronia sp001557535	126764	S	5	60	65	0.01777
Caballeronia sordidicola_C	126762	S	1	5	6	0.00164
Ga0077527 sp903885665	131295	S	1	20	21	0.00574
Rhodanobacter sp014200755	140600	S	2	177	179	0.04893
Rhodanobacter sp014207185	140602	S	1	37	38	0.01039
Palsa-504 sp003161205	50189	S	30	66	96	0.02624
Palsa-504 sp003140115	50188	S	1	7	8	0.00219
CAJCIY01 sp903970495	45419	S	3	30	33	0.00902
Mycobacterium madagascariense	46516	S	1	5	6	0.00164
Palsa-1515 sp903970385	102220	S	51	296	347	0.09486
Mucilaginibacter sp013408825	89912	S	1	2	3	0.00082
Flavipsychrobacter sp903906615	83331	S	1	1	2	0.00055
