#Classification	GQ25_bracken_O.kreport
k__Bacteria	1500775
k__Bacteria|p__Firmicutes	713337
k__Bacteria|p__Firmicutes|c__Bacilli	500710
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	466796
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	33913
k__Bacteria|p__Firmicutes|c__Negativicutes	189882
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	185168
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4713
k__Bacteria|p__Firmicutes|c__Clostridia	21926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	21926
k__Bacteria|p__Firmicutes|c__Tissierellia	810
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	810
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	8
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	8
k__Bacteria|p__Actinobacteria	179367
k__Bacteria|p__Actinobacteria|c__Actinomycetia	178939
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	141715
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	18073
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	14518
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	3994
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	638
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	428
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	412
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	15
k__Bacteria|p__Tenericutes	22
k__Bacteria|p__Tenericutes|c__Mollicutes	22
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	22
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	5
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	5
k__Bacteria|p__Bacteroidetes	366593
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	358757
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	358757
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	7833
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	7833
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	3
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	3
k__Bacteria|p__Proteobacteria	211771
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	125577
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	120118
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	5458
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	69197
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	65417
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	2992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	78
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	303
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	95
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	307
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	16712
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	16712
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	284
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	79
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	91
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	45
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	42
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	26
k__Bacteria|p__Fusobacteria	27496
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	27496
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	27496
k__Bacteria|p__Spirochaetes	1276
k__Bacteria|p__Spirochaetes|c__Spirochaetia	1276
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	1276
k__Bacteria|p__Candidatus_Saccharibacteria	903
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	903
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Nanosynbacterales	903
k__Eukaryota	8649
k__Eukaryota|k__Metazoa	7170
k__Eukaryota|k__Metazoa|p__Chordata	7170
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	7170
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	7170
k__Eukaryota|k__Fungi	128
k__Eukaryota|k__Fungi|p__Basidiomycota	86
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	86
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales	86
k__Eukaryota|k__Fungi|p__Ascomycota	41
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	41
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	41
k__Eukaryota|k__Viridiplantae	1350
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1350
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1350
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	1327
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales	14
