#Classification	S-14-POLPIL-G_bracken_P.kreport
k__Bacteria	19576
k__Bacteria|p__Proteobacteria	18325
k__Bacteria|p__Actinobacteria	439
k__Bacteria|p__Firmicutes	234
k__Bacteria|p__Acidobacteria	442
k__Bacteria|p__Bacteroidetes	132
k__Bacteria|p__Planctomycetes	2
k__Eukaryota	2451
k__Eukaryota|k__Viridiplantae	2175
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2175
k__Eukaryota|k__Metazoa	275
k__Eukaryota|k__Metazoa|p__Chordata	275
