#Classification	SRR20002448_bracken_P.kreport
k__Bacteria	3121639
k__Bacteria|p__Proteobacteria	2438882
k__Bacteria|p__Firmicutes	368299
k__Bacteria|p__Actinobacteria	306959
k__Bacteria|p__Deinococcus-Thermus	1137
k__Bacteria|p__Cyanobacteria	13
k__Bacteria|p__Tenericutes	7
k__Bacteria|p__Chloroflexi	4
k__Bacteria|p__Bacteroidetes	5877
k__Bacteria|p__Gemmatimonadetes	4
k__Bacteria|p__Chlamydiae	148
k__Bacteria|p__Verrucomicrobia	40
k__Bacteria|p__Planctomycetes	14
k__Bacteria|p__Fusobacteria	188
k__Bacteria|p__Synergistetes	38
k__Bacteria|p__Candidatus_Saccharibacteria	19
k__Bacteria|p__Nitrospirae	4
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	14090
k__Eukaryota|k__Fungi	8595
k__Eukaryota|k__Fungi|p__Basidiomycota	8301
k__Eukaryota|k__Fungi|p__Ascomycota	293
k__Eukaryota|k__Metazoa	1955
k__Eukaryota|k__Metazoa|p__Chordata	1955
k__Eukaryota|k__Viridiplantae	3430
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3430
k__Eukaryota|p__Apicomplexa	109
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	889
k__Viruses|k__Heunggongvirae	889
k__Viruses|k__Heunggongvirae|p__Uroviricota	889
