#Classification	S-1-POLJUN-G_bracken_C.kreport
k__Bacteria	103677
k__Bacteria|p__Proteobacteria	101309
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	85106
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	13833
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2367
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1
k__Bacteria|p__Actinobacteria	1080
k__Bacteria|p__Actinobacteria|c__Actinomycetia	988
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	42
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	48
k__Bacteria|p__Firmicutes	134
k__Bacteria|p__Firmicutes|c__Bacilli	134
k__Bacteria|p__Acidobacteria	623
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	623
k__Bacteria|p__Bacteroidetes	522
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	242
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	241
k__Bacteria|p__Bacteroidetes|c__Cytophagia	36
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	2
k__Bacteria|p__Planctomycetes	6
k__Bacteria|p__Planctomycetes|c__Planctomycetia	6
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Verrucomicrobia|c__Opitutae	1
k__Eukaryota	1763
k__Eukaryota|k__Viridiplantae	1550
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1550
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1495
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	55
k__Eukaryota|k__Metazoa	212
k__Eukaryota|k__Metazoa|p__Chordata	212
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	212
k__Eukaryota|p__Euglenozoa	1
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	1
