#Classification	SRR5091552_bracken_P.kreport
k__Bacteria	9467756
k__Bacteria|p__Bacteroidetes	7140620
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Firmicutes	2044942
k__Bacteria|p__Actinobacteria	40192
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Proteobacteria	241612
k__Bacteria|p__Verrucomicrobia	185
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Fusobacteria	105
k__Bacteria|p__Candidatus_Saccharibacteria	63
k__Bacteria|p__Spirochaetes	28
k__Bacteria|p__Synergistetes	2
k__Eukaryota	827
k__Eukaryota|k__Viridiplantae	820
k__Eukaryota|k__Viridiplantae|p__Streptophyta	820
k__Eukaryota|k__Fungi	4
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Metazoa	3
k__Eukaryota|k__Metazoa|p__Chordata	3
k__Viruses	6332
k__Viruses|k__Heunggongvirae	6332
k__Viruses|k__Heunggongvirae|p__Uroviricota	6332
