#Classification	SRR20002454_bracken_P.kreport
k__Bacteria	11305
k__Bacteria|p__Proteobacteria	6615
k__Bacteria|p__Firmicutes	4086
k__Bacteria|p__Actinobacteria	591
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Bacteroidetes	7
k__Eukaryota	2194
k__Eukaryota|k__Metazoa	2108
k__Eukaryota|k__Metazoa|p__Chordata	2108
k__Eukaryota|k__Fungi	46
k__Eukaryota|k__Fungi|p__Basidiomycota	46
k__Eukaryota|k__Viridiplantae	29
k__Eukaryota|k__Viridiplantae|p__Streptophyta	29
k__Eukaryota|p__Apicomplexa	9
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
