#Classification	SRR20002476_bracken_P.kreport
k__Bacteria	334567
k__Bacteria|p__Proteobacteria	271015
k__Bacteria|p__Actinobacteria	32748
k__Bacteria|p__Firmicutes	21933
k__Bacteria|p__Deinococcus-Thermus	2525
k__Bacteria|p__Bacteroidetes	6248
k__Bacteria|p__Verrucomicrobia	64
k__Bacteria|p__Chlamydiae	24
k__Bacteria|p__Aquificae	4
k__Bacteria|p__Fusobacteria	2
k__Bacteria|p__Synergistetes	1
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	4980
k__Eukaryota|k__Metazoa	3168
k__Eukaryota|k__Metazoa|p__Chordata	3168
k__Eukaryota|k__Fungi	765
k__Eukaryota|k__Fungi|p__Basidiomycota	693
k__Eukaryota|k__Fungi|p__Ascomycota	71
k__Eukaryota|k__Viridiplantae	1046
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1046
k__Archaea	15
k__Archaea|p__Euryarchaeota	15
k__Viruses	56
k__Viruses|k__Heunggongvirae	56
k__Viruses|k__Heunggongvirae|p__Uroviricota	56
