filepath,count
/home/def-ilafores/analysis/boreal_moss/preproc/N-1-POLJUN-G/N-1-POLJUN-G_paired_1.fastq.gz,10674094
/home/def-ilafores/analysis/boreal_moss/preproc/N-2-POLJUN-G/N-2-POLJUN-G_paired_1.fastq.gz,10843107
/home/def-ilafores/analysis/boreal_moss/preproc/N-2-TORTOR-G/N-2-TORTOR-G_paired_1.fastq.gz,8413935
/home/def-ilafores/analysis/boreal_moss/preproc/N-3-POLJUN-G/N-3-POLJUN-G_paired_1.fastq.gz,9931847
/home/def-ilafores/analysis/boreal_moss/preproc/S-1-DICUND-B/S-1-DICUND-B_paired_1.fastq.gz,10030153
/home/def-ilafores/analysis/boreal_moss/preproc/S-1-POLCOM-B/S-1-POLCOM-B_paired_1.fastq.gz,12409087
/home/def-ilafores/analysis/boreal_moss/preproc/S-1-POLCOM-G/S-1-POLCOM-G_paired_1.fastq.gz,9241166
/home/def-ilafores/analysis/boreal_moss/preproc/S-1-POLJUN-B/S-1-POLJUN-B_paired_1.fastq.gz,12020807
/home/def-ilafores/analysis/boreal_moss/preproc/S-1-POLJUN-G/S-1-POLJUN-G_paired_1.fastq.gz,9245887
/home/def-ilafores/analysis/boreal_moss/preproc/S-1-POLPIL-B/S-1-POLPIL-B_paired_1.fastq.gz,10918642
/home/def-ilafores/analysis/boreal_moss/preproc/S-10-POLJUN-B/S-10-POLJUN-B_paired_1.fastq.gz,9727191
/home/def-ilafores/analysis/boreal_moss/preproc/S-10-POLJUN-G/S-10-POLJUN-G_paired_1.fastq.gz,8797486
/home/def-ilafores/analysis/boreal_moss/preproc/S-10-POLPIL-B/S-10-POLPIL-B_paired_1.fastq.gz,9070491
/home/def-ilafores/analysis/boreal_moss/preproc/S-10-POLPIL-G/S-10-POLPIL-G_paired_1.fastq.gz,9921135
/home/def-ilafores/analysis/boreal_moss/preproc/S-11-POLJUN-B/S-11-POLJUN-B_paired_1.fastq.gz,9357598
/home/def-ilafores/analysis/boreal_moss/preproc/S-11-POLJUN-G/S-11-POLJUN-G_paired_1.fastq.gz,9763624
/home/def-ilafores/analysis/boreal_moss/preproc/S-11-POLPIL-B/S-11-POLPIL-B_paired_1.fastq.gz,11793931
/home/def-ilafores/analysis/boreal_moss/preproc/S-11-POLPIL-G/S-11-POLPIL-G_paired_1.fastq.gz,10218754
/home/def-ilafores/analysis/boreal_moss/preproc/S-12-POLJUN-B/S-12-POLJUN-B_paired_1.fastq.gz,10334804
/home/def-ilafores/analysis/boreal_moss/preproc/S-12-POLJUN-G/S-12-POLJUN-G_paired_1.fastq.gz,8880174
/home/def-ilafores/analysis/boreal_moss/preproc/S-12-POLPIL-B/S-12-POLPIL-B_paired_1.fastq.gz,10837142
/home/def-ilafores/analysis/boreal_moss/preproc/S-12-POLPIL-G/S-12-POLPIL-G_paired_1.fastq.gz,9025787
/home/def-ilafores/analysis/boreal_moss/preproc/S-13-POLJUN-B/S-13-POLJUN-B_paired_1.fastq.gz,8473028
/home/def-ilafores/analysis/boreal_moss/preproc/S-13-POLJUN-G/S-13-POLJUN-G_paired_1.fastq.gz,7183589
/home/def-ilafores/analysis/boreal_moss/preproc/S-13-POLPIL-B/S-13-POLPIL-B_paired_1.fastq.gz,11982157
/home/def-ilafores/analysis/boreal_moss/preproc/S-13-POLPIL-G/S-13-POLPIL-G_paired_1.fastq.gz,10383952
/home/def-ilafores/analysis/boreal_moss/preproc/S-14-POLJUN-B/S-14-POLJUN-B_paired_1.fastq.gz,9023675
/home/def-ilafores/analysis/boreal_moss/preproc/S-14-POLJUN-G/S-14-POLJUN-G_paired_1.fastq.gz,7599612
/home/def-ilafores/analysis/boreal_moss/preproc/S-14-POLPIL-B/S-14-POLPIL-B_paired_1.fastq.gz,11561658
/home/def-ilafores/analysis/boreal_moss/preproc/S-14-POLPIL-G/S-14-POLPIL-G_paired_1.fastq.gz,9732525
/home/def-ilafores/analysis/boreal_moss/preproc/S-15-POLJUN-B/S-15-POLJUN-B_paired_1.fastq.gz,8367260
