#Classification	GQ54_bracken_P.kreport
k__Bacteria	12735701
k__Bacteria|p__Firmicutes	7222198
k__Bacteria|p__Actinobacteria	227403
k__Bacteria|p__Bacteroidetes	4998583
k__Bacteria|p__Verrucomicrobia	278230
k__Bacteria|p__Proteobacteria	8604
k__Bacteria|p__Spirochaetes	481
k__Bacteria|p__Fusobacteria	179
k__Bacteria|p__Candidatus_Saccharibacteria	19
k__Eukaryota	21
k__Eukaryota|k__Viridiplantae	21
k__Eukaryota|k__Viridiplantae|p__Streptophyta	21
k__Viruses	7516
k__Viruses|k__Heunggongvirae	7516
k__Viruses|k__Heunggongvirae|p__Uroviricota	7516
