#Classification	SRR20002362_bracken_P.kreport
k__Bacteria	283932
k__Bacteria|p__Deinococcus-Thermus	36114
k__Bacteria|p__Actinobacteria	24615
k__Bacteria|p__Firmicutes	71212
k__Bacteria|p__Chloroflexi	25
k__Bacteria|p__Cyanobacteria	9
k__Bacteria|p__Proteobacteria	151339
k__Bacteria|p__Bacteroidetes	486
k__Bacteria|p__Chlorobi	2
k__Bacteria|p__Gemmatimonadetes	42
k__Bacteria|p__Planctomycetes	17
k__Bacteria|p__Verrucomicrobia	7
k__Bacteria|p__Aquificae	24
k__Bacteria|p__Acidobacteria	19
k__Bacteria|p__Spirochaetes	10
k__Bacteria|p__Fusobacteria	5
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	10362
k__Eukaryota|k__Metazoa	7935
k__Eukaryota|k__Metazoa|p__Chordata	7935
k__Eukaryota|k__Fungi	745
k__Eukaryota|k__Fungi|p__Basidiomycota	721
k__Eukaryota|k__Fungi|p__Ascomycota	24
k__Eukaryota|p__Apicomplexa	1440
k__Eukaryota|k__Viridiplantae	240
k__Eukaryota|k__Viridiplantae|p__Streptophyta	240
k__Archaea	16
k__Archaea|p__Euryarchaeota	16
k__Viruses	133
k__Viruses|k__Heunggongvirae	133
k__Viruses|k__Heunggongvirae|p__Uroviricota	133
