name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Caballeronia sp001557535	126764	S	198	2886	3084	0.43763
Caballeronia sp018449635	126769	S	3	22	25	0.00355
Caballeronia udeis	126787	S	1	9	10	0.00142
Pseudomonas_E sp903970465	138888	S	22	115	137	0.01944
Pseudomonas_E fluorescens_H	138333	S	1	75	76	0.01078
Pseudomonas_E sp001297015	138601	S	1	31	32	0.00454
Erwinia billingiae	133008	S	2	81	83	0.01178
Rouxiella badensis	133427	S	1	27	28	0.00397
Methylobacterium sp022829385	118327	S	6	82	88	0.01249
Methylobacterium sp022829365	118326	S	3	48	51	0.00724
Lichenihabitans flavocetrariae	118233	S	3	7	10	0.00142
Acidisoma sp009765865	113615	S	11	36	47	0.00667
Acidisoma silvae	113614	S	1	4	5	0.00071
Lichenicoccus roseus	113922	S	6	40	46	0.00653
LMUY01 sp009765685	113921	S	1	10	11	0.00156
CAJCIS01 sp903970435	113743	S	1	41	42	0.00596
Nostoc sp026127265	96888	S	2	194	196	0.02781
Nostoc sp013393905	96865	S	1	68	69	0.00979
Nostoc sp020829485	96882	S	1	96	97	0.01376
Nostoc sp002949735	96860	S	1	97	98	0.01391
Nostoc sp002246015	96859	S	1	72	73	0.01036
Granulicella sp903970445	40192	S	222	2035	2257	0.32028
Granulicella elongata	40164	S	1	1	2	0.00028
Granulicella sp009765785	40171	S	1	3	4	0.00057
Granulicella_C sibirica	40198	S	2	19	21	0.00298
Granulicella_C sp937873145	40203	S	1	1	2	0.00028
Acidisarcina polymorpha	40108	S	1	4	5	0.00071
Acidoferrum sp013289855	39743	S	1	0	1	0.00014
Palsa-147 sp013286465	39777	S	1	0	1	0.00014
Palsa-1515 sp903970385	102220	S	64	333	397	0.05634
CAJCIY01 sp903970495	45419	S	3	15	18	0.00255
CAJCJE01 sp903970565	47357	S	1	1	2	0.00028
Streptomyces sp900091725	49856	S	1	6	7	0.00099
Palsa-504 sp003161205	50189	S	1	1	2	0.00028
Mucilaginibacter sp024808665	89928	S	1	1	2	0.00028
