#Classification	S-3-DICUND-G_bracken_P.kreport
k__Bacteria	4068
k__Bacteria|p__Proteobacteria	3914
k__Bacteria|p__Cyanobacteria	99
k__Bacteria|p__Actinobacteria	52
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	8
k__Eukaryota|k__Metazoa	6
k__Eukaryota|k__Metazoa|p__Chordata	6
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
