#Classification	SRR5091552_bracken_P.kreport
k__Bacteria	9910462
k__Bacteria|p__Bacteroidetes	7441906
k__Bacteria|p__Chlorobi	2
k__Bacteria|p__Fibrobacteres	5
k__Bacteria|p__Gemmatimonadetes	11
k__Bacteria|p__Firmicutes	2142256
k__Bacteria|p__Actinobacteria	46966
k__Bacteria|p__Cyanobacteria	35
k__Bacteria|p__Tenericutes	14
k__Bacteria|p__Chloroflexi	11
k__Bacteria|p__Deinococcus-Thermus	7
k__Bacteria|p__Proteobacteria	278442
k__Bacteria|p__Verrucomicrobia	362
k__Bacteria|p__Planctomycetes	12
k__Bacteria|p__Candidatus_Omnitrophica	3
k__Bacteria|p__Kiritimatiellaeota	6
k__Bacteria|p__Fusobacteria	147
k__Bacteria|p__Spirochaetes	122
k__Bacteria|p__Candidatus_Saccharibacteria	108
k__Bacteria|p__Synergistetes	26
k__Bacteria|p__Acidobacteria	10
k__Bacteria|p__Deferribacteres	2
k__Bacteria|p__Calditrichaeota	2
k__Bacteria|p__Thermotogae	2
k__Eukaryota	1339
k__Eukaryota|k__Viridiplantae	1215
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1214
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	1
k__Eukaryota|k__Metazoa	106
k__Eukaryota|k__Metazoa|p__Chordata	106
k__Eukaryota|k__Fungi	15
k__Eukaryota|k__Fungi|p__Ascomycota	15
k__Eukaryota|p__Euglenozoa	1
k__Archaea	26
k__Archaea|p__Euryarchaeota	25
k__Archaea|p__Crenarchaeota	1
k__Viruses	8497
k__Viruses|k__Heunggongvirae	8497
k__Viruses|k__Heunggongvirae|p__Uroviricota	8497
