#Classification	SRR20002359_bracken_P.kreport
k__Bacteria	3983290
k__Bacteria|p__Proteobacteria	3350383
k__Bacteria|p__Actinobacteria	483854
k__Bacteria|p__Firmicutes	122274
k__Bacteria|p__Cyanobacteria	22218
k__Bacteria|p__Deinococcus-Thermus	1840
k__Bacteria|p__Tenericutes	96
k__Bacteria|p__Bacteroidetes	2213
k__Bacteria|p__Chlamydiae	211
k__Bacteria|p__Planctomycetes	21
k__Bacteria|p__Verrucomicrobia	17
k__Bacteria|p__Fusobacteria	121
k__Bacteria|p__Candidatus_Saccharibacteria	20
k__Bacteria|p__Spirochaetes	16
k__Bacteria|p__Synergistetes	2
k__Eukaryota	11269
k__Eukaryota|k__Fungi	7530
k__Eukaryota|k__Fungi|p__Basidiomycota	5773
k__Eukaryota|k__Fungi|p__Ascomycota	1756
k__Eukaryota|k__Metazoa	1806
k__Eukaryota|k__Metazoa|p__Chordata	1806
k__Eukaryota|k__Viridiplantae	1928
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1928
k__Eukaryota|p__Apicomplexa	4
k__Archaea	8
k__Archaea|p__Euryarchaeota	8
k__Viruses	293
k__Viruses|k__Heunggongvirae	293
k__Viruses|k__Heunggongvirae|p__Uroviricota	293
