#Classification	SRR20002341_bracken_P.kreport
k__Bacteria	1275645
k__Bacteria|p__Actinobacteria	317199
k__Bacteria|p__Deinococcus-Thermus	80076
k__Bacteria|p__Firmicutes	116008
k__Bacteria|p__Cyanobacteria	8813
k__Bacteria|p__Chloroflexi	28
k__Bacteria|p__Proteobacteria	751723
k__Bacteria|p__Bacteroidetes	1574
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Planctomycetes	109
k__Bacteria|p__Chlamydiae	24
k__Bacteria|p__Verrucomicrobia	25
k__Bacteria|p__Aquificae	24
k__Bacteria|p__Acidobacteria	24
k__Bacteria|p__Spirochaetes	7
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Synergistetes	1
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	10908
k__Eukaryota|k__Metazoa	7038
k__Eukaryota|k__Metazoa|p__Chordata	7038
k__Eukaryota|k__Fungi	2517
k__Eukaryota|k__Fungi|p__Basidiomycota	2201
k__Eukaryota|k__Fungi|p__Ascomycota	316
k__Eukaryota|p__Apicomplexa	842
k__Eukaryota|k__Viridiplantae	498
k__Eukaryota|k__Viridiplantae|p__Streptophyta	498
k__Eukaryota|p__Euglenozoa	11
k__Archaea	16
k__Archaea|p__Euryarchaeota	16
k__Viruses	83
k__Viruses|k__Heunggongvirae	83
k__Viruses|k__Heunggongvirae|p__Uroviricota	83
