#Classification	SRR20002370_bracken_P.kreport
k__Bacteria	1150132
k__Bacteria|p__Proteobacteria	992135
k__Bacteria|p__Actinobacteria	40509
k__Bacteria|p__Firmicutes	61084
k__Bacteria|p__Deinococcus-Thermus	21563
k__Bacteria|p__Cyanobacteria	16
k__Bacteria|p__Bacteroidetes	32672
k__Bacteria|p__Verrucomicrobia	2146
k__Bacteria|p__Chlamydiae	3
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	2284
k__Eukaryota|k__Fungi	1452
k__Eukaryota|k__Fungi|p__Basidiomycota	1420
k__Eukaryota|k__Fungi|p__Ascomycota	31
k__Eukaryota|k__Metazoa	136
k__Eukaryota|k__Metazoa|p__Chordata	136
k__Eukaryota|k__Viridiplantae	696
k__Eukaryota|k__Viridiplantae|p__Streptophyta	696
k__Viruses	116
k__Viruses|k__Heunggongvirae	112
k__Viruses|k__Heunggongvirae|p__Uroviricota	112
k__Viruses|k__Bamfordvirae	4
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	4
