#Classification	SRR20002351_bracken_F.kreport
k__Bacteria	3408716
k__Bacteria|p__Proteobacteria	2273244
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1945164
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1723380
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	1723187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae	193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	107241
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	107241
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	49683
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	45240
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	2807
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	655
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	976
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	28886
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	28886
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	12632
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	12632
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	11381
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	9765
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	1477
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	77
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	61
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	4725
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	4655
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	59
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	4669
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	4528
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1722
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	1722
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	480
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	251
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	198
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae	15
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalispiraceae	14
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	162
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	156
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	22
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	22
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	284839
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	199865
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	116722
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	42730
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	20934
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	19477
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	84775
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	84695
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	80
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	188
