#Classification	SRR5091557_bracken_P.kreport
k__Bacteria	5656078
k__Bacteria|p__Bacteroidetes	4106003
k__Bacteria|p__Chlorobi	15
k__Bacteria|p__Rhodothermaeota	17
k__Bacteria|p__Ignavibacteriae	1
k__Bacteria|p__Gemmatimonadetes	13
k__Bacteria|p__Candidatus_Cloacimonetes	1
k__Bacteria|p__Firmicutes	1415148
k__Bacteria|p__Actinobacteria	38118
k__Bacteria|p__Cyanobacteria	38
k__Bacteria|p__Chloroflexi	22
k__Bacteria|p__Deinococcus-Thermus	14
k__Bacteria|p__Tenericutes	2
k__Bacteria|p__Proteobacteria	91840
k__Bacteria|p__Synergistetes	3720
k__Bacteria|p__Verrucomicrobia	900
k__Bacteria|p__Planctomycetes	18
k__Bacteria|p__Kiritimatiellaeota	1
k__Bacteria|p__Spirochaetes	122
k__Bacteria|p__Fusobacteria	52
k__Bacteria|p__Acidobacteria	14
k__Bacteria|p__Candidatus_Saccharibacteria	11
k__Bacteria|p__Nitrospirae	2
k__Bacteria|p__Calditrichaeota	1
k__Archaea	1802
k__Archaea|p__Euryarchaeota	1802
k__Eukaryota	673
k__Eukaryota|k__Viridiplantae	356
k__Eukaryota|k__Viridiplantae|p__Streptophyta	355
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	1
k__Eukaryota|k__Metazoa	157
k__Eukaryota|k__Metazoa|p__Chordata	157
k__Eukaryota|k__Fungi	154
k__Eukaryota|k__Fungi|p__Ascomycota	85
k__Eukaryota|k__Fungi|p__Basidiomycota	69
k__Eukaryota|p__Euglenozoa	5
k__Viruses	17198
k__Viruses|k__Heunggongvirae	17198
k__Viruses|k__Heunggongvirae|p__Uroviricota	17198
