#Classification	SRR20002457_bracken_P.kreport
k__Bacteria	1689583
k__Bacteria|p__Proteobacteria	1402751
k__Bacteria|p__Actinobacteria	240017
k__Bacteria|p__Firmicutes	43177
k__Bacteria|p__Deinococcus-Thermus	437
k__Bacteria|p__Chloroflexi	45
k__Bacteria|p__Cyanobacteria	40
k__Bacteria|p__Bacteroidetes	2779
k__Bacteria|p__Verrucomicrobia	127
k__Bacteria|p__Chlamydiae	65
k__Bacteria|p__Fusobacteria	142
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	9789
k__Eukaryota|k__Fungi	4670
k__Eukaryota|k__Fungi|p__Basidiomycota	3684
k__Eukaryota|k__Fungi|p__Ascomycota	986
k__Eukaryota|k__Metazoa	1380
k__Eukaryota|k__Metazoa|p__Chordata	1380
k__Eukaryota|k__Viridiplantae	3701
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3701
k__Eukaryota|p__Apicomplexa	34
k__Eukaryota|p__Euglenozoa	3
k__Viruses	85
k__Viruses|k__Heunggongvirae	85
k__Viruses|k__Heunggongvirae|p__Uroviricota	85
