#Classification	SRR5091510_bracken_C.kreport
k__Bacteria	8648272
k__Bacteria|p__Bacteroidetes	5922131
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5922131
k__Bacteria|p__Firmicutes	2564744
k__Bacteria|p__Firmicutes|c__Clostridia	2504109
k__Bacteria|p__Firmicutes|c__Negativicutes	31282
k__Bacteria|p__Firmicutes|c__Bacilli	19130
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	10123
k__Bacteria|p__Firmicutes|c__Tissierellia	98
k__Bacteria|p__Actinobacteria	66704
k__Bacteria|p__Actinobacteria|c__Actinomycetia	59350
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	7353
k__Bacteria|p__Proteobacteria	56912
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	55204
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	253
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1188
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	265
k__Bacteria|p__Verrucomicrobia	37731
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	37731
k__Bacteria|p__Spirochaetes	28
k__Bacteria|p__Spirochaetes|c__Spirochaetia	28
k__Bacteria|p__Fusobacteria	18
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	18
k__Bacteria|p__Synergistetes	1
k__Bacteria|p__Synergistetes|c__Synergistia	1
k__Eukaryota	5408
k__Eukaryota|k__Fungi	5305
k__Eukaryota|k__Fungi|p__Ascomycota	5305
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	5305
k__Eukaryota|k__Viridiplantae	102
k__Eukaryota|k__Viridiplantae|p__Streptophyta	102
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	102
k__Viruses	166
k__Viruses|k__Heunggongvirae	166
k__Viruses|k__Heunggongvirae|p__Uroviricota	166
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	166
