name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Granulicella sp903970445	40192	S	604	1665	2269	0.64259
Granulicella_D aggregans	40205	S	14	22	36	0.01020
Granulicella_C sibirica	40198	S	2	14	16	0.00453
Granulicella_C pectinivorans	40196	S	1	1	2	0.00057
Acidisarcina polymorpha	40108	S	2	8	10	0.00283
Edaphobacter lichenicola	40130	S	1	31	32	0.00906
Granulicella_B arctica	40194	S	1	3	4	0.00113
Sulfotelmatobacter sp003140655	40541	S	1	4	5	0.00142
Bog-105 sp003167495	39837	S	1	1	2	0.00057
Nostoc sp028623165	96889	S	2	138	140	0.03965
Nostoc sp026127265	96888	S	2	214	216	0.06117
Nostoc sp015714725	96871	S	1	34	35	0.00991
CAJCHQ01 sp903970295	98590	S	2	0	2	0.00057
JABDBL01 sp027451745	98600	S	1	2	3	0.00085
Palsa-1515 sp903970385	102220	S	90	391	481	0.13622
Palsibacter borealis	102221	S	1	31	32	0.00906
Methylobacterium sp022829585	118333	S	1	14	15	0.00425
Lichenihabitans flavocetrariae	118233	S	2	1	3	0.00085
RH-AL1 sp009765775	118495	S	1	2	3	0.00085
Lichenicoccus roseus	113922	S	7	5	12	0.00340
Acidisoma sp009765865	113615	S	4	1	5	0.00142
LMUY01 sp009765685	113921	S	1	11	12	0.00340
CAIQQQ01 sp903873995	113722	S	1	2	3	0.00085
CAIZEE01 sp903931835	115159	S	1	0	1	0.00028
Rhizomicrobium sp021808875	115867	S	1	42	43	0.01218
CAIXLI01 sp031291435	125909	S	1	5	6	0.00170
Polynucleobacter rarus	128349	S	1	40	41	0.01161
Limnohabitans sp903876885	127596	S	1	22	23	0.00651
Pararobbsia sp026225235	128132	S	1	10	11	0.00312
CAJCIY01 sp903970495	45419	S	6	39	45	0.01274
Palsa-504 sp003161205	50189	S	4	4	8	0.00227
Mucilaginibacter frigoritolerans	89852	S	1	0	1	0.00028
Mucilaginibacter sp026224775	89935	S	1	1	2	0.00057
