#Classification	SRR20002464_bracken_P.kreport
k__Bacteria	67859
k__Bacteria|p__Proteobacteria	56431
k__Bacteria|p__Actinobacteria	1816
k__Bacteria|p__Firmicutes	8683
k__Bacteria|p__Deinococcus-Thermus	75
k__Bacteria|p__Bacteroidetes	782
k__Bacteria|p__Verrucomicrobia	69
k__Eukaryota	313
k__Eukaryota|k__Metazoa	191
k__Eukaryota|k__Metazoa|p__Chordata	191
k__Eukaryota|k__Fungi	114
k__Eukaryota|k__Fungi|p__Basidiomycota	73
k__Eukaryota|k__Fungi|p__Ascomycota	41
k__Eukaryota|k__Viridiplantae	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta	7
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
