#Classification	SRR5091495_bracken_P.kreport
k__Bacteria	2993037
k__Bacteria|p__Bacteroidetes	2545495
k__Bacteria|p__Firmicutes	373031
k__Bacteria|p__Actinobacteria	9585
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	64543
k__Bacteria|p__Verrucomicrobia	178
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Synergistetes	100
k__Bacteria|p__Fusobacteria	89
k__Bacteria|p__Spirochaetes	8
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Eukaryota	44
k__Eukaryota|k__Viridiplantae	44
k__Eukaryota|k__Viridiplantae|p__Streptophyta	44
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	1304
k__Viruses|k__Heunggongvirae	1304
k__Viruses|k__Heunggongvirae|p__Uroviricota	1304
