#Classification	GQ28_bracken_P.kreport
k__Bacteria	1615022
k__Bacteria|p__Bacteroidetes	722783
k__Bacteria|p__Firmicutes	404665
k__Bacteria|p__Actinobacteria	225238
k__Bacteria|p__Tenericutes	112
k__Bacteria|p__Deinococcus-Thermus	109
k__Bacteria|p__Proteobacteria	225111
k__Bacteria|p__Candidatus_Saccharibacteria	24173
k__Bacteria|p__Fusobacteria	9104
k__Bacteria|p__Spirochaetes	3329
k__Bacteria|p__Synergistetes	392
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	17262
k__Eukaryota|k__Viridiplantae	10006
k__Eukaryota|k__Viridiplantae|p__Streptophyta	10005
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	1
k__Eukaryota|k__Metazoa	7212
k__Eukaryota|k__Metazoa|p__Chordata	7212
k__Eukaryota|k__Fungi	14
k__Eukaryota|k__Fungi|p__Basidiomycota	12
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|p__Apicomplexa	28
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	364
k__Viruses|k__Heunggongvirae	364
k__Viruses|k__Heunggongvirae|p__Uroviricota	343
k__Viruses|k__Heunggongvirae|p__Peploviricota	21
