#Classification	S-4-POLPIL-B_bracken_O.kreport
k__Bacteria	562596
k__Bacteria|p__Proteobacteria	440402
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	219830
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	219800
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	7
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	17
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	146599
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	125882
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	12962
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2222
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	5294
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	93
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	73075
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	26182
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	6055
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	3248
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	37336
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	172
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	78
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	886
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	885
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia	11
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	8
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	3
k__Bacteria|p__Actinobacteria	91769
k__Bacteria|p__Actinobacteria|c__Actinomycetia	88106
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	36962
