#Classification	SRR20002425_bracken_P.kreport
k__Bacteria	6428686
k__Bacteria|p__Proteobacteria	4500290
k__Bacteria|p__Firmicutes	1613796
k__Bacteria|p__Actinobacteria	280516
k__Bacteria|p__Deinococcus-Thermus	6255
k__Bacteria|p__Cyanobacteria	1033
k__Bacteria|p__Tenericutes	15
k__Bacteria|p__Chloroflexi	5
k__Bacteria|p__Bacteroidetes	24864
k__Bacteria|p__Ignavibacteriae	5
k__Bacteria|p__Fusobacteria	894
k__Bacteria|p__Verrucomicrobia	457
k__Bacteria|p__Chlamydiae	256
k__Bacteria|p__Planctomycetes	9
k__Bacteria|p__Spirochaetes	276
k__Bacteria|p__Nitrospirae	9
k__Eukaryota	40464
k__Eukaryota|k__Fungi	24764
k__Eukaryota|k__Fungi|p__Basidiomycota	23964
k__Eukaryota|k__Fungi|p__Ascomycota	800
k__Eukaryota|k__Metazoa	3753
k__Eukaryota|k__Metazoa|p__Chordata	3753
k__Eukaryota|k__Viridiplantae	11903
k__Eukaryota|k__Viridiplantae|p__Streptophyta	11903
k__Eukaryota|p__Apicomplexa	27
k__Eukaryota|p__Euglenozoa	14
k__Archaea	686
k__Archaea|p__Euryarchaeota	686
k__Viruses	2775
k__Viruses|k__Heunggongvirae	2775
k__Viruses|k__Heunggongvirae|p__Uroviricota	2775
