#Classification	SRR20002439_bracken_P.kreport
k__Bacteria	43117
k__Bacteria|p__Proteobacteria	32999
k__Bacteria|p__Actinobacteria	7943
k__Bacteria|p__Firmicutes	2112
k__Bacteria|p__Deinococcus-Thermus	13
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Bacteroidetes	47
k__Eukaryota	3217
k__Eukaryota|k__Metazoa	2972
k__Eukaryota|k__Metazoa|p__Chordata	2972
k__Eukaryota|k__Fungi	208
k__Eukaryota|k__Fungi|p__Basidiomycota	207
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Viridiplantae	28
k__Eukaryota|k__Viridiplantae|p__Streptophyta	28
k__Eukaryota|p__Apicomplexa	7
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
