#Classification	S-5-POLPIL-B_bracken_O.kreport
k__Bacteria	1015498
k__Bacteria|p__Proteobacteria	730309
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	349352
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	262359
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	52577
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	12640
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	19640
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	1586
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	226
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	47
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	114
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	22
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	134
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	303787
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	301039
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2161
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	197
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	388
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	73372
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	36071
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	18308
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	10716
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	222
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	2641
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	703
