#Classification	S-5-POLPIL-B_bracken_C.kreport
k__Bacteria	1015502
k__Bacteria|p__Proteobacteria	730312
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	349352
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	303787
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	73372
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3721
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	42
k__Bacteria|p__Proteobacteria|c__Oligoflexia	36
k__Bacteria|p__Actinobacteria	209514
k__Bacteria|p__Actinobacteria|c__Actinomycetia	194159
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	7718
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	693
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	2316
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	29
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	4596
k__Bacteria|p__Firmicutes	10313
k__Bacteria|p__Firmicutes|c__Bacilli	10241
k__Bacteria|p__Firmicutes|c__Clostridia	71
k__Bacteria|p__Chloroflexi	141
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	117
k__Bacteria|p__Chloroflexi|c__Tepidiformia	3
k__Bacteria|p__Chloroflexi|c__Anaerolineae	1
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	1
k__Bacteria|p__Chloroflexi|c__Chloroflexia	17
k__Bacteria|p__Armatimonadetes	58
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	46
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	12
k__Bacteria|p__Deinococcus-Thermus	12
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	12
k__Bacteria|p__Tenericutes	3
k__Bacteria|p__Tenericutes|c__Mollicutes	3
k__Bacteria|p__Acidobacteria	37991
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	37977
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria	13
k__Bacteria|p__Acidobacteria|c__Blastocatellia	1
k__Bacteria|p__Bacteroidetes	15860
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	12988
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	957
k__Bacteria|p__Bacteroidetes|c__Cytophagia	451
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	742
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	710
k__Bacteria|p__Bacteroidetes|c__Saprospiria	9
k__Bacteria|p__Rhodothermaeota	29
