#Classification	SRR20002342_bracken_P.kreport
k__Bacteria	47936
k__Bacteria|p__Proteobacteria	30922
k__Bacteria|p__Deinococcus-Thermus	5311
k__Bacteria|p__Actinobacteria	3866
k__Bacteria|p__Firmicutes	7717
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	104
k__Bacteria|p__Verrucomicrobia	5
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Aquificae	2
k__Bacteria|p__Fusobacteria	2
k__Eukaryota	5837
k__Eukaryota|k__Metazoa	5061
k__Eukaryota|k__Metazoa|p__Chordata	5061
k__Eukaryota|k__Fungi	242
k__Eukaryota|k__Fungi|p__Basidiomycota	199
k__Eukaryota|k__Fungi|p__Ascomycota	42
k__Eukaryota|p__Apicomplexa	499
k__Eukaryota|k__Viridiplantae	34
k__Eukaryota|k__Viridiplantae|p__Streptophyta	34
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	53
k__Viruses|k__Heunggongvirae	53
k__Viruses|k__Heunggongvirae|p__Uroviricota	53
