#Classification	SRR5091464_bracken_P.kreport
k__Bacteria	20990298
k__Bacteria|p__Bacteroidetes	16684724
k__Bacteria|p__Firmicutes	3978093
k__Bacteria|p__Actinobacteria	185060
k__Bacteria|p__Proteobacteria	129906
k__Bacteria|p__Verrucomicrobia	12178
k__Bacteria|p__Candidatus_Saccharibacteria	167
k__Bacteria|p__Spirochaetes	66
k__Bacteria|p__Synergistetes	57
k__Bacteria|p__Fusobacteria	42
k__Eukaryota	1257
k__Eukaryota|k__Viridiplantae	1239
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1239
k__Eukaryota|k__Metazoa	15
k__Eukaryota|k__Metazoa|p__Chordata	15
k__Eukaryota|k__Fungi	3
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Archaea	5
k__Archaea|p__Euryarchaeota	5
k__Viruses	170965
k__Viruses|k__Heunggongvirae	170965
k__Viruses|k__Heunggongvirae|p__Uroviricota	170965
