#Classification	GQ42_bracken_P.kreport
k__Bacteria	29084474
k__Bacteria|p__Bacteroidetes	24885740
k__Bacteria|p__Firmicutes	4026892
k__Bacteria|p__Actinobacteria	113220
k__Bacteria|p__Proteobacteria	57876
k__Bacteria|p__Spirochaetes	324
k__Bacteria|p__Candidatus_Saccharibacteria	146
k__Bacteria|p__Fusobacteria	147
k__Bacteria|p__Verrucomicrobia	123
k__Bacteria|p__Synergistetes	4
k__Eukaryota	1647
k__Eukaryota|k__Viridiplantae	979
k__Eukaryota|k__Viridiplantae|p__Streptophyta	979
k__Eukaryota|k__Fungi	656
k__Eukaryota|k__Fungi|p__Ascomycota	656
k__Eukaryota|k__Metazoa	10
k__Eukaryota|k__Metazoa|p__Chordata	10
k__Viruses	3615
k__Viruses|k__Heunggongvirae	3615
k__Viruses|k__Heunggongvirae|p__Uroviricota	3615
