#Classification	GQ42_bracken_C.kreport
k__Bacteria	29084474
k__Bacteria|p__Bacteroidetes	24885740
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	24885302
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	438
k__Bacteria|p__Firmicutes	4026892
k__Bacteria|p__Firmicutes|c__Clostridia	3833117
k__Bacteria|p__Firmicutes|c__Bacilli	109802
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	80417
k__Bacteria|p__Firmicutes|c__Negativicutes	2860
k__Bacteria|p__Firmicutes|c__Tissierellia	695
k__Bacteria|p__Actinobacteria	113220
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	109949
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3271
k__Bacteria|p__Proteobacteria	57876
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	55655
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	1804
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	366
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	49
k__Bacteria|p__Spirochaetes	324
k__Bacteria|p__Spirochaetes|c__Spirochaetia	324
k__Bacteria|p__Fusobacteria	147
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	147
k__Bacteria|p__Candidatus_Saccharibacteria	146
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	146
k__Bacteria|p__Verrucomicrobia	123
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	123
k__Bacteria|p__Synergistetes	4
k__Bacteria|p__Synergistetes|c__Synergistia	4
k__Eukaryota	1647
k__Eukaryota|k__Viridiplantae	979
k__Eukaryota|k__Viridiplantae|p__Streptophyta	979
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	979
k__Eukaryota|k__Fungi	656
k__Eukaryota|k__Fungi|p__Ascomycota	656
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	656
k__Eukaryota|k__Metazoa	10
k__Eukaryota|k__Metazoa|p__Chordata	10
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	10
k__Viruses	3615
k__Viruses|k__Heunggongvirae	3615
k__Viruses|k__Heunggongvirae|p__Uroviricota	3615
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	3615
