#Classification	S-13-POLJUN-B_bracken_O.kreport
k__Bacteria	752479
k__Bacteria|p__Proteobacteria	409971
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	182953
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	112288
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	46216
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	16208
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	6788
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	1336
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	35
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	34
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	38
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	180833
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	178213
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2190
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	275
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	153
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	41468
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	11415
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	22204
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2812
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	121
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	125
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	164
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1174
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2994
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	51
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	314
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	37
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	33
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	7
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	4701
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	4449
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	183
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	63
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	1
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2
k__Bacteria|p__Proteobacteria|c__Oligoflexia	12
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	10
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	2
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	1
