name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	162	2696	2858	0.51182
Methylobacterium sp017833295	118314	S	7	304	311	0.05569
Methylobacterium sp022829365	118326	S	3	57	60	0.01074
Methylobacterium sp008039875	118308	S	3	72	75	0.01343
Lichenihabitans flavocetrariae	118233	S	8	18	26	0.00466
Bradyrhizobium campsiandrae	120417	S	1	63	64	0.01146
Lichenicoccus roseus	113922	S	37	264	301	0.05390
Acidisoma sp009765865	113615	S	3	12	15	0.00269
CAHJXG01 sp937858325	113708	S	2	6	8	0.00143
Sphingomonas_N sp937859915	125357	S	3	26	29	0.00519
Novosphingobium rosa	124451	S	1	10	11	0.00197
Polymorphobacter_B sp903642255	124676	S	1	8	9	0.00161
Caballeronia sp001557535	126764	S	13	556	569	0.10190
Caballeronia sp018449635	126769	S	1	21	22	0.00394
Acidisarcina polymorpha	40108	S	347	513	860	0.15401
Granulicella_D sp903642265	40207	S	3	0	3	0.00054
Granulicella_D aggregans_A	40206	S	1	3	4	0.00072
Granulicella_B arctica	40194	S	2	5	7	0.00125
Occallatibacter gabretensis	40248	S	1	38	39	0.00698
Edaphobacter sp000421065	40138	S	1	2	3	0.00054
Granulicella sp937871785	40193	S	1	0	1	0.00018
Sulfotelmatobacter sp003156615	40542	S	2	25	27	0.00484
NSF051 sp029379265	96828	S	2	7	9	0.00161
NSF051 sp937873135	96830	S	1	5	6	0.00107
Aetokthonos hydrillicola	96718	S	1	32	33	0.00591
Komarekiella sp014904695	96817	S	1	39	40	0.00716
Nostoc flagelliforme_A	96844	S	1	38	39	0.00698
Mucilaginibacter sp014200495	89913	S	2	12	14	0.00251
Mucilaginibacter sp030775685	89958	S	2	3	5	0.00090
Mucilaginibacter lappiensis	89867	S	1	2	3	0.00054
Mucilaginibacter rubeus_A	89887	S	1	19	20	0.00358
Mucilaginibacter inviolabilis	89864	S	1	24	25	0.00448
Mycobacterium hodleri	46478	S	1	16	17	0.00304
Mycobacterium sp016462545	46709	S	1	5	6	0.00107
Mycobacterium madagascariense	46516	S	1	23	24	0.00430
JACDAE01 sp013695595	95986	S	6	3	9	0.00161
Dictyobacter sp015099395	95984	S	1	4	5	0.00090
Gemmata tundricola	112182	S	3	8	11	0.00197
