#Classification	SRR20002390_bracken_P.kreport
k__Bacteria	17306683
k__Bacteria|p__Proteobacteria	15891379
k__Bacteria|p__Actinobacteria	897704
k__Bacteria|p__Firmicutes	472625
k__Bacteria|p__Deinococcus-Thermus	20
k__Bacteria|p__Bacteroidetes	44953
k__Eukaryota	317
k__Eukaryota|k__Fungi	211
k__Eukaryota|k__Fungi|p__Basidiomycota	208
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|k__Metazoa	71
k__Eukaryota|k__Metazoa|p__Chordata	71
k__Eukaryota|k__Viridiplantae	32
k__Eukaryota|k__Viridiplantae|p__Streptophyta	32
k__Eukaryota|p__Apicomplexa	2
k__Viruses	149
k__Viruses|k__Heunggongvirae	149
k__Viruses|k__Heunggongvirae|p__Uroviricota	149
