#Classification	SRR20002407_bracken_P.kreport
k__Bacteria	3349
k__Bacteria|p__Proteobacteria	2796
k__Bacteria|p__Actinobacteria	267
k__Bacteria|p__Firmicutes	279
k__Bacteria|p__Deinococcus-Thermus	1
k__Bacteria|p__Bacteroidetes	5
k__Eukaryota	1738
k__Eukaryota|k__Metazoa	1717
k__Eukaryota|k__Metazoa|p__Chordata	1717
k__Eukaryota|k__Fungi	12
k__Eukaryota|k__Fungi|p__Basidiomycota	7
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Eukaryota|p__Apicomplexa	2
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
