#Classification	SRR20002371_bracken_P.kreport
k__Bacteria	479694
k__Bacteria|p__Firmicutes	200462
k__Bacteria|p__Actinobacteria	44086
k__Bacteria|p__Deinococcus-Thermus	26981
k__Bacteria|p__Chloroflexi	16
k__Bacteria|p__Cyanobacteria	13
k__Bacteria|p__Proteobacteria	205313
k__Bacteria|p__Bacteroidetes	2713
k__Bacteria|p__Chlorobi	3
k__Bacteria|p__Verrucomicrobia	58
k__Bacteria|p__Chlamydiae	6
k__Bacteria|p__Aquificae	16
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Synergistetes	4
k__Bacteria|p__Acidobacteria	4
k__Bacteria|p__Thermodesulfobacteria	1
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	8626
k__Eukaryota|k__Metazoa	5821
k__Eukaryota|k__Metazoa|p__Chordata	5821
k__Eukaryota|k__Fungi	1859
k__Eukaryota|k__Fungi|p__Basidiomycota	1534
k__Eukaryota|k__Fungi|p__Ascomycota	325
k__Eukaryota|p__Apicomplexa	604
k__Eukaryota|k__Viridiplantae	340
k__Eukaryota|k__Viridiplantae|p__Streptophyta	340
k__Archaea	5
k__Archaea|p__Euryarchaeota	5
k__Viruses	93
k__Viruses|k__Heunggongvirae	93
k__Viruses|k__Heunggongvirae|p__Uroviricota	93
