#Classification	SRR5091582_bracken_P.kreport
k__Bacteria	1533664
k__Bacteria|p__Bacteroidetes	676245
k__Bacteria|p__Firmicutes	585654
k__Bacteria|p__Actinobacteria	27333
k__Bacteria|p__Deinococcus-Thermus	3
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Proteobacteria	244015
k__Bacteria|p__Synergistetes	346
k__Bacteria|p__Verrucomicrobia	52
k__Bacteria|p__Candidatus_Saccharibacteria	7
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	299
k__Eukaryota|k__Viridiplantae	210
k__Eukaryota|k__Viridiplantae|p__Streptophyta	210
k__Eukaryota|k__Fungi	88
k__Eukaryota|k__Fungi|p__Ascomycota	84
k__Eukaryota|k__Fungi|p__Basidiomycota	4
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	30
k__Viruses|k__Heunggongvirae	29
k__Viruses|k__Heunggongvirae|p__Uroviricota	29
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
