#Classification	SRR5091563_bracken_P.kreport
k__Bacteria	3692421
k__Bacteria|p__Bacteroidetes	3094188
k__Bacteria|p__Firmicutes	412820
k__Bacteria|p__Actinobacteria	4360
k__Bacteria|p__Cyanobacteria	56
k__Bacteria|p__Deinococcus-Thermus	38
k__Bacteria|p__Proteobacteria	134958
k__Bacteria|p__Verrucomicrobia	45970
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Candidatus_Saccharibacteria	9
k__Bacteria|p__Fusobacteria	8
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Synergistetes	4
k__Eukaryota	1372
k__Eukaryota|k__Viridiplantae	1269
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1269
k__Eukaryota|k__Fungi	95
k__Eukaryota|k__Fungi|p__Ascomycota	74
k__Eukaryota|k__Fungi|p__Basidiomycota	20
k__Eukaryota|k__Metazoa	8
k__Eukaryota|k__Metazoa|p__Chordata	8
k__Archaea	6
k__Archaea|p__Euryarchaeota	6
k__Viruses	326
k__Viruses|k__Heunggongvirae	326
k__Viruses|k__Heunggongvirae|p__Uroviricota	326
