name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus apis	303541	S	10923	792	11715	0.14842
Lactobacillus sp. IBH004	2879107	S	8086	1179	9265	0.11738
Lactobacillus sp. wkB8	1545702	S	128	295	423	0.00536
Lactobacillus sp. ESL0731	2983221	S	1	94	95	0.00120
Lactobacillus sp. ESL0680	2983210	S	1	0	1	0.00001
Lactobacillus kullabergensis	1218493	S	3031	607	3638	0.04609
Lactobacillus helsingborgensis	1218494	S	1784	2019	3803	0.04818
Lactobacillus kimbladii	1218506	S	43	112	155	0.00196
Lactobacillus melliventris	1218507	S	19	489	508	0.00644
Lactobacillus panisapium	2012495	S	4	0	4	0.00005
Lactobacillus xylocopicola	2976676	S	1	0	1	0.00001
Lactobacillus crispatus	47770	S	1	1	2	0.00003
Bombilactobacillus bombi	1303590	S	49	50	99	0.00125
Bombilactobacillus mellifer	1218492	S	33	17	50	0.00063
Bombilactobacillus folatiphilus	2923362	S	1	5	6	0.00008
Latilactobacillus sakei	1599	S	2	1	3	0.00004
Apilactobacillus kunkeei	148814	S	2	0	2	0.00003
Lactiplantibacillus plantarum	1590	S	2	98	100	0.00127
Limosilactobacillus vaginalis	1633	S	2	1	3	0.00004
Novisyntrophococcus fermenticellae	2068655	S	12	4	16	0.00020
Caproicibacterium lactatifermentans	2666138	S	2	0	2	0.00003
Ethanoligenens harbinense	253239	S	1	0	1	0.00001
Clostridium botulinum	1491	S	2	2	4	0.00005
Bifidobacterium asteroides	1684	S	7783	226	8009	0.10147
Bifidobacterium coryneforme	1687	S	2398	251	2649	0.03356
Bifidobacterium longum	216816	S	2	64	66	0.00084
Streptomyces sp. T12	477697	S	12	4	16	0.00020
Corynebacterium suranareeae	2506452	S	2	2	4	0.00005
Mycobacterium canetti	78331	S	1	1	2	0.00003
Thermobifida alba	53522	S	2	0	2	0.00003
Gilliamella sp. wkB7	3120264	S	3789	1991	5780	0.07323
Gilliamella sp. ESL0443	2704655	S	15	7	22	0.00028
Gilliamella sp. B3022	2817969	S	13	16	29	0.00037
Gilliamella sp. ESL0441	2704654	S	3	1	4	0.00005
Gilliamella apicola	1196095	S	4093	1963	6056	0.07672
Gilliamella apis	1970738	S	2611	290	2901	0.03675
Frischella perrara	1267021	S	4980	1886	6866	0.08699
Orbus mooreae	3074107	S	2	0	2	0.00003
Klebsiella variicola	244366	S	18	494	512	0.00649
Klebsiella pneumoniae	573	S	5	593	598	0.00758
Klebsiella quasipneumoniae	1463165	S	1	13	14	0.00018
Klebsiella sp. K4	2769349	S	1	489	490	0.00621
Enterobacter ludwigii	299767	S	25	322	347	0.00440
Enterobacter huaxiensis	2494702	S	1	1	2	0.00003
Kosakonia cowanii	208223	S	7	7	14	0.00018
Escherichia coli	562	S	6	703	709	0.00898
Buttiauxella agrestis	82977	S	5	1	6	0.00008
Serratia fonticola	47917	S	12	22	34	0.00043
Serratia sp. JSRIV002	2831894	S	1	9	10	0.00013
Pantoea sp. JZ2	2654189	S	2	0	2	0.00003
Providencia rettgeri	587	S	2	0	2	0.00003
Stenotrophomonas maltophilia	40324	S	4	2	6	0.00008
Pseudoxanthomonas mexicana	128785	S	2	0	2	0.00003
Snodgrassella alvi	1196083	S	6600	2224	8824	0.11179
Caldimonas aquatica	376175	S	9	22	31	0.00039
Herbaspirillum huttiense	863372	S	6	14	20	0.00025
Bartonella apihabitans	2750929	S	2610	1256	3866	0.04898
Bartonella choladocola	2750995	S	234	206	440	0.00557
Methylobacterium brachiatum	269660	S	2	0	2	0.00003
Commensalibacter melissae	2070537	S	313	37	350	0.00443
Tabrizicola piscis	2494374	S	1	6	7	0.00009
Novosphingobium sp. ES2-1	2780074	S	2	0	2	0.00003
Altererythrobacter sp. TH136	2067415	S	2	0	2	0.00003
uncultured Acetobacteroides sp.	1760811	S	1	0	1	0.00001
Deinococcus soli (ex Cha et al. 2016)	1309411	S	2	0	2	0.00003
Homo sapiens	9606	S	10	93	103	0.00130
Apis mellifera filamentous virus	1100043	S	195	0	195	0.00247
