feature	Absiella	Acidaminococcus	Actinobacteria.gen...Trueperella.Streptomyces.	Actinobacteria.gen...Xylanimonas.Schaalia.Sanguibacter.	Actinomyces	Adlercreutzia	Akkermansia	Alistipes	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotignum	Anaerotruncus	Atopobiaceae.gen..incertae.sedis	Atopobium	Bacteria.gen..incertae.sedis	Bacteroidales.gen..incertae.sedis	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Butyricicoccus	Campylobacter	Catabacter	Christensenella	Clostridia.gen..incertae.sedis	Clostridiaceae.gen..incertae.sedis	Clostridiales.Family.XIII..Incertae.Sedis.gen..incertae.sedis	Clostridiales.gen...Clostridium.Eubacterium.	Clostridiales.gen...Clostridium.Flavonifractor.	Clostridiales.gen...Ruminococcus.Blautia.	Clostridiales.gen...Ruminococcus.Clostridium.Blautia.	Clostridiales.gen...Ruminococcus.Clostridium.	Clostridiales.gen...Ruminococcus.Eubacterium.	Clostridiales.gen...Sellimonas.Drancourtella.	Clostridiales.gen..incertae.sedis	Clostridium	Collinsella	Coprobacillus	Coprococcus	Coriobacteriia.gen..incertae.sedis	Corynebacterium	Desulfovibrio	Dialister	Dielma	Dorea	Eggerthella	Eggerthellaceae.gen..incertae.sedis	Eisenbergiella	Erysipelatoclostridium	Erysipelotrichaceae.gen..incertae.sedis	Escherichia	Eubacterium	Faecalibacterium	Faecalicatena	Faecalitalea	Fenollaria	Finegoldia	Firmicutes.gen...Carnobacterium.Phascolarctobacterium.	Firmicutes.gen...Catenibacterium.Roseburia.	Firmicutes.gen...Clostridium.Eubacterium.	Firmicutes.gen...Coprobacillus.Clostridium.	Firmicutes.gen...Erysipelatoclostridium.Clostridioides.	Firmicutes.gen...Lactobacillus.Lachnospira.	Firmicutes.gen..incertae.sedis	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.gen..incertae.sedis	Lactobacillus	Lactococcus	Leuconostoc	Massilimaliae	Massilioclostridium	Massiliomicrobiota	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Merdimonas	Mesorhizobium	Mobiluncus	Mogibacterium	Neglecta	Odoribacter	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilaceae.gen..incertae.sedis	Peptoniphilus	Peptostreptococcaceae.gen..incertae.sedis	Peptostreptococcus	Phascolarctobacterium	Phocea	Porphyromonas	Prevotella	Pseudoflavonifractor	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.gen..incertae.sedis	Ruminococcus	Ruthenibacterium	Saccharibacteria.gen..incertae.sedis	Senegalimassilia	Solobacterium	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Sutterellaceae.gen..incertae.sedis	Tissierellia.gen..incertae.sedis	Turicibacter	Tyzzerella	Urmitella	Veillonella	Veillonellaceae.gen..incertae.sedis
NS10	0.0277974465486283	0.0196544971189319	0	0	0.011347042123354	0	0.011347042123354	0.0160474852606047	0	0	0	0.167154034370447	0.043960119507874	0.0160474852606047	0	0	0.0376419622430108	0	0.0652286412452491	0.011347042123354	0.283090957143855	0.011347042123354	0.011347042123354	0.385093591196874	0	0.084249743154595	0	0	0	0	0	0	0.011347042123354	0	0.0520210235272105	0.0376419622430108	0	0	0	0.330301186650807	0.189293811733512	0.375568893027527	0	0.170650393924604	0.0160474852606047	0	0	0.218210719498756	0	0.281647559181422	0.109644118399665	0.0320991049616875	0	0.0320991049616875	0	0.011347042123354	0.325232124780806	0.197150791358013	0	0	0	0	0.0160474852606047	0	0.0160474852606047	0	0.011347042123354	0	0.0277974465486283	0.0196544971189319	0	0	0.097099599258795	0	0	0	0	0	0	0.0454027918850383	0	0.253095481890215	0	0.011347042123354	0	0	0	0.0196544971189319	0.011347042123354	0	0.187192659896784	0	0	0	0	0	0	0	0.0481590031403153	0.0226955455685447	0.0196544971189319	0	0	0	0	0	0	0	0	0	0.0621890536829657	0	0	0.0196544971189319	0.0409228854429894	0	0.149366654546997	0.0277974465486283	0.0300253185411675	0	0.0358894318854585	0	0	0.011347042123354	0.0226955455685447	0.011347042123354	0	0	0	0.0520210235272105	0	0	0
NS11	0	0.049238595520777	0	0	0	0	0.0504555668204454	0.127266462310039	0	0	0	0.0613152021576252	0	0.0190634759329872	0	0	0.011005858515687	0.0504555668204454	0.442064605282184	0	0.183873727183351	0.0190634759329872	0	0.124838569980776	0	0.0504555668204454	0	0.011005858515687	0.0155649486320297	0	0	0.0411909675690325	0	0	0.0440367768994261	0.0348099075063452	0	0.0190634759329872	0	0.258130906625679	0.0860629706023918	0.102240099484267	0	0.0479908759376226	0.0155649486320297	0	0.085352888968914	0	0	0.0771158644104388	0.011005858515687	0.0269614596542252	0	0.011005858515687	0	0.0246118356311365	0.0922103779783767	0.212137763275169	0.011005858515687	0.0155649486320297	0	0	0	0	0	0	0	0.0190634759329872	0.14484349699856	0.0246118356311365	0.011005858515687	0.011005858515687	0	0.011005858515687	0.0696620848940248	0.0190634759329872	0.011005858515687	0	0	0.0190634759329872	0	0.145266921693317	0.052805715179109	0.0155649486320297	0	0	0	0	0	0	0.190823694263092	0	0	0	0	0	0.0190634759329872	0.0582693216685726	0.166956014628094	0.194049871825582	0	0.011005858515687	0	0	0	0	0	0.120854688457345	0.011005858515687	0	0.56463186632318	0	0	0.011005858515687	0.0603169195926365	0	0.196278221568295	0.256654828909732	0.0504555668204454	0	0.022013050441814	0	0	0	0.029122293046901	0.0561474508972566	0	0	0	0	0	0	0.0867672983323576
NS13	0	0	0	0	0.0188645670272548	0	0	0.0975651401296378	0.0108910321731765	0	0	0.349390552005277	0.0108910321731765	0.0108910321731765	0	0	0.0326782663136322	0	0.351230343350419	0	0	0	0	0.553803603437417	0	0.0449190925028931	0	0	0	0	0	0.0392774969139429	0	0.0108910321731765	0	0.0931859869810471	0	0	0	0.15108825988941	0.094457640494662	0	0	0.089929140838473	0	0	0	0.0154025499267339	0	0.232871303883744	0.0576607320555794	0.0154025499267339	0.0108910321731765	0.0435770580131193	0.0217833564498032	0	0.282912493634374	0.285336896112506	0.0154025499267339	0	0.0217833564498032	0.0108910321731765	0	0	0	0	0.0288183817831386	0	0.256588000433903	0.0308087554498385	0	0	0.113949904815424	0	0	0.0288183817831386	0.0217833564498032	0.0288183817831386	0	0.0462222799815831	0	0.237840420217208	0.0108910321731765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188645670272548	0	0	0	0	0	0.0188645670272548	0	0	0	0	0.0154025499267339	0.0243550145413115	0	0	0	0.123529454575882	0	0.216204676150462	0	0.0154025499267339	0	0	0	0	0	0.0644756041736042	0	0	0.0266801093733338	0.0108910321731765	0.0108910321731765	0	0	0
NS21	0	0	0	0	0.0145583904109084	0	0	0	0	0	0.0102941547550547	0.264298040488487	0	0.0145583904109084	0	0	0.0272386605526306	0.0927788044396291	0.473848959051106	0	0.0471904232800765	0.0272386605526306	0	0.215876535971601	0	0.0651508818859546	0	0	0	0	0.0205894005801441	0.0230200563519704	0	0	0.0837264192049917	0.0325581524935915	0	0	0.0102941547550547	0.221134379121425	0.225063247995673	0	0.0178306289562638	0.0798215079955948	0	0.0145583904109084	0	0.135813207465559	0.0230200563519704	0.0824451512246228	0.0308868295865199	0	0.0205894005801441	0.0178306289562638	0	0.0325581524935915	0.113005186184835	0.470972262377965	0.0145583904109084	0	0	0	0	0.0145583904109084	0.0325581524935915	0	0.0145583904109084	0.06987396590875	0.0308868295865199	0.15080656211732	0.0398789550642661	0.0102941547550547	0.0728538110703847	0.0178306289562638	0	0.0411875359706296	0.0230200563519704	0.0535145914158588	0	0.0504513622021616	0	0.171861095731066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0659614092558626	0.0791521294283127	0	0	0	0	0	0.0102941547550547	0	0	0.0145583904109084	0	0.0205894005801441	0	0	0.0145583904109084	0.397469371251421	0	0.184908135368669	0.111097882693112	0.0535145914158588	0	0	0	0	0.0145583904109084	0.0659614092558626	0	0	0	0	0.0272386605526306	0	0.0988974555771464	0
NS25	0	0	0	0	0	0	0	0.114595223158728	0	0	0	0.109150968548441	0.191155423026671	0.014601003826968	0	0	0.0454103579424993	0	0.540805502939037	0	0.0725778101194711	0.0553047325382689	0.0279614437510262	0.175082063340478	0	0.116148732471995	0	0	0	0	0	0	0	0	0.0759393121913145	0.0326534795299203	0.00842969380088173	0	0	0.344035775434013	0.267050907957664	0	0	0.0796086910437777	0	0	0	0	0	0.0826870074064359	0.014601003826968	0	0	0.00842969380088173	0.0188502614620179	0.00842969380088173	0.100263787072519	0.456898253050908	0.00842969380088173	0	0	0	0.163530387009296	0	0	0	0.0188502614620179	0	0.0404379324318026	0.21694137494118	0	0	0.088928448645798	0	0	0.0565776149685654	0.014601003826968	0.01192152849683	0	0.0533387213823929	0.00842969380088173	0.18574945738402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238447517367027	0.060235761421879	0.0877153470055983	0	0.00842969380088173	0	0	0	0.00842969380088173	0	0	0.00842969380088173	0	0.01192152849683	0	0	0.0303980145525097	0.0266598746500303	0	0.181794354687676	0.0223044586111038	0.0315458843798679	0	0	0	0	0.014601003826968	0.014601003826968	0.0168599866880943	0.01192152849683	0	0.00842969380088173	0.19530304406868	0	0	0
NS27	0	0	0	0	0	0	0.0780251796326062	0.0868110632824642	0	0	0	0.227735714061835	0	0	0.0304478326072846	0	0	0	0.32684764026134	0	0.456763949091842	0	0	0.204373959797348	0	0.0406019923285116	0	0	0	0	0	0.0101478835956362	0	0	0.069625431049539	0.069625431049539	0.0175772534028403	0.0268515420853727	0	0.326678268919587	0.240513248365314	0.0931399001577434	0	0.0592053880001133	0.0143515209465081	0	0	0.0958801361032842	0	0.0936942824272853	0	0.0175772534028403	0.0101478835956362	0.0101478835956362	0	0	0.252267829162737	0.372001431880391	0.0101478835956362	0	0	0	0	0	0	0	0.0101478835956362	0.0268515420853727	0.161470703675688	0.0143515209465081	0	0	0	0.0248592705079222	0.0831583928014988	0.0143515209465081	0	0.0406019923285116	0	0	0	0.23624973470805	0.0175772534028403	0	0	0	0	0	0.0175772534028403	0	0.0226929157310306	0	0	0	0	0	0	0	0.0609239383913094	0.0837781245430694	0.0430663963013366	0	0	0	0	0.0143515209465081	0.0101478835956362	0	0	0	0.0101478835956362	0	0	0.0497339202675105	0.173378383164405	0	0.0825340510505307	0.183403122633157	0.0101478835956362	0	0.0248592705079222	0	0	0	0.139217107548644	0.0101478835956362	0	0	0	0	0	0.0268515420853727	0
NS28	0	0	0	0	0	0	0.167250731770212	0.0884520570601769	0.00853994112451632	0	0.0147919715424221	0.0892770674932251	0	0	0.0225962086339848	0	0.0585796727220581	0.0190968174769466	0.118609364481061	0.0952395179017274	0.1082325344571	0.0170805051515179	0	0.0694337434492653	0	0.0490773292566624	0.0241566568635841	0	0	0.0382006037907079	0	0.0147919715424221	0.0573183506992606	0.0120774473700445	0.0241566568635841	0.0225962086339848	0.0120774473700445	0.0170805051515179	0	0.311246789148451	0.463702303373412	0.0307956887551167	0.175496859182415	0.0694337434492653	0	0.00853994112451632	0	0.130444548145099	0	0.0452039649561152	0.0120774473700445	0.0225962086339848	0	0	0	0.0147919715424221	0.112561566841008	0.28608919089435	0	0	0.00853994112451632	0	0.0533565804006826	0	0	0	0	0	0.0880366832239375	0.0225962086339848	0.0241566568635841	0	0	0.0147919715424221	0.0547089264940897	0	0	0.0209197697663304	0.00853994112451632	0	0.0170805051515179	0.107209110166255	0	0.0147919715424221	0	0	0	0	0	0	0.0120774473700445	0	0	0	0.00853994112451632	0	0	0.0283272244562041	0.0872000616545359	0.0788149816681426	0.0225962086339848	0.00853994112451632	0	0.00853994112451632	0.0147919715424221	0.00853994112451632	0	0	0	0.0170805051515179	0.656344581170099	0	0	0.00853994112451632	0.11025132879397	0	0.117047597383881	0.119536812875102	0.00853994112451632	0	0.00853994112451632	0	0.00853994112451632	0	0.0330806809319375	0.0498159822091054	0.0120774473700445	0.00853994112451632	0.00853994112451632	0	0	0.0147919715424221	0.00853994112451632
NS29	0	0	0	0	0.0197308650954337	0	0	0.0531485516379549	0	0	0.0261027516484362	0.1914323009427	0	0.0170871532028917	0	0	0.0369190598389607	0.0732246779415356	0.189337468229934	0	0.444237993592637	0.0197308650954337	0.0139513758480682	0.299409097638098	0	0.0139513758480682	0	0	0	0	0	0.0327236551536992	0.0669562955096279	0.00986495245074648	0	0	0.0139513758480682	0	0.119480815830355	0.219911804716136	0.188546198310212	0.12510695291278	0.0139513758480682	0.0341792979063927	0	0	0	0.130872204294425	0.00986495245074648	0	0.0705071128154798	0.0220601357099921	0.0483462473848221	0.154709407479217	0.0522233097402527	0	0.109176955784597	0.249190776012701	0.0170871532028917	0	0	0	0	0	0.131995703692216	0	0.0312002745508824	0	0.226004067528941	0.0441310161285445	0	0	0	0	0	0	0.0483462473848221	0.0957891305368209	0.0139513758480682	0.199852856734132	0	0.0493439838196585	0	0.0327236551536992	0.00986495245074648	0	0.0170871532028917	0.00986495245074648	0	0	0	0	0.00986495245074648	0	0	0.0139513758480682	0	0	0.06622343315648	0	0	0	0.0197308650954337	0	0	0.0170871532028917	0.00986495245074648	0	0	0	0.0139513758480682	0	0	0.124713334826338	0.199602638331512	0	0.20577175080323	0.398325858971268	0.12510695291278	0	0	0.00986495245074648	0	0.0261027516484362	0.06622343315648	0.00986495245074648	0	0	0.0170871532028917	0.0406848042453752	0	0	0
NS30	0.020488677705462	0	0.0102438012849845	0.0102438012849845	0.0144871760954093	0	0	0.0177434049886806	0	0	0.0102438012849845	0.185735592442067	0	0	0	0.0102438012849845	0.0354923991853436	0	0.124092393521623	0	0.288223003230074	0	0	0.48087340321141	0	0.032398845220009	0	0	0	0	0	0	0	0	0.0753462124971904	0.0339807902901849	0	0	0.0354923991853436	0.232279885485281	0.191152864746638	0.140541630998545	0	0.111978598607765	0	0	0	0.0588791430668429	0	0.198337815726504	0.0271053956243318	0.0144871760954093	0	0.0409859625934861	0	0.0984121477394419	0.179865423481963	0.273042279405595	0	0	0	0	0	0.0102438012849845	0.0354923991853436	0	0.020488677705462	0.0588791430668429	0.0446657637904468	0	0	0.0144871760954093	0	0	0	0.030735705412917	0	0.0469594309599596	0	0.036942306998685	0	0.404341855419197	0.0102438012849845	0	0	0	0	0.0144871760954093	0	0	0	0	0	0	0	0	0	0	0	0.0144871760954093	0	0	0	0.0102438012849845	0.0102438012849845	0.0102438012849845	0	0	0	0	0.0177434049886806	0	0	0.0579791555334173	0.441770720233703	0	0.0271053956243318	0.0491464680604352	0.0102438012849845	0.0422481030296644	0	0	0	0	0.0597656413126179	0	0.0271053956243318	0	0.0102438012849845	0	0	0.0102438012849845	0
NS32	0	0	0	0	0	0	0.0451091949657824	0.073284012330183	0	0	0.0214993286679134	0.0526826946570742	0	0.00961419950878004	0	0	0.0166527951575021	0	0.193730795606014	0.0288461545120028	0.107696428168945	0.0318916069519199	0.00961419950878004	0.135697765128332	0	0.0592997411418487	0.0214993286679134	0	0	0	0.0214993286679134	0.0384656905902584	0	0	0.0271959960897739	0.0359802491368079	0	0.0192292878290279	0	0.319293097811565	0.28134159791625	0.0440713834266011	0.166170067674218	0.218203765545847	0.00961419950878004	0	0.0346709010132392	0.275923709730249	0.00961419950878004	0.0877005566258006	0	0.0235516975116235	0	0.0135967408141192	0.00961419950878004	0.0166527951575021	0.389761636795449	0.365349271544373	0.0135967408141192	0	0	0	0.0346709010132392	0	0	0.0135967408141192	0	0	0.0972503802239283	0.0192292878290279	0.0471164714330598	0	0.0192292878290279	0	0	0.0166527951575021	0.0135967408141192	0.0166527951575021	0	0.00961419950878004	0	0.159231016021106	0.0827977677794781	0	0	0	0	0	0	0	0	0	0	0	0.00961419950878004	0	0	0.0346709010132392	0.143740607973853	0.0471164714330598	0	0.0135967408141192	0	0.0166527951575021	0	0	0	0	0.00961419950878004	0.00961419950878004	0.397330412173427	0.0135967408141192	0	0.0214993286679134	0.135006467414893	0	0.129707225550549	0.211323190215531	0.0304069853827897	0	0.0166527951575021	0	0	0	0.0333102106371969	0.0235516975116235	0	0.00961419950878004	0	0	0	0	0
