#Classification	S-13-POLJUN-G_bracken_P.kreport
k__Bacteria	447
k__Bacteria|p__Proteobacteria	440
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	54
k__Eukaryota|k__Metazoa	53
k__Eukaryota|k__Metazoa|p__Chordata	53
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
