#Classification	S-25-POLJUN-B_bracken_O.kreport
k__Bacteria	427637
k__Bacteria|p__Proteobacteria	225290
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	124395
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	93546
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	23786
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	6505
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	554
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	79295
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	79287
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	5
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	20838
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	10971
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	5015
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	42
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	1001
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	3806
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	748
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	748
k__Bacteria|p__Proteobacteria|c__Oligoflexia	12
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	2
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	10
k__Bacteria|p__Cyanobacteria	89187
k__Bacteria|p__Cyanobacteria|o__Nostocales	87578
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	772
